t_s,rss_mb,wired_mb,compressed_mb,free_mb,swap_used_mb,pageins,swapins
0,1,1673,1178,608,1054,11149141,164970
1,126,1664,1178,499,1054,11150094,164970
2,739,1637,1199,61,1054,11189344,164970
3,1429,1637,1216,54,1054,11233200,164970
4,2111,1637,1216,56,1054,11277124,164970
6,2787,1638,1216,59,1054,11321040,164970
7,3459,1632,1216,60,1054,11364700,164970
8,4136,1638,1216,56,1054,11408642,164970
9,4810,1638,1216,60,1054,11452497,164970
10,5491,1657,1216,57,1054,11496778,164970
11,6164,1641,1218,55,1054,11540520,164970
12,6352,1641,1219,56,1054,11584436,164970
13,6460,1642,1218,57,1054,11628247,164970
14,6546,1641,1218,60,1054,11672295,164970
15,6631,1642,1218,58,1054,11716083,164970
16,6717,1642,1218,55,1054,11759937,164970
17,6801,1643,1218,58,1054,11803144,164970
18,6878,1643,1218,59,1054,11846765,164970
19,6988,1643,1218,61,1054,11889660,164970
20,7074,1637,1218,63,1054,11933001,164970
21,7180,1644,1217,62,1054,11976985,164970
22,7254,1644,1217,59,1054,12020851,164970
23,7345,1635,1217,57,1054,12064728,164970
24,7435,1645,1217,59,1054,12108583,164970
25,7511,1629,1217,55,1054,12152244,164970
26,7557,1646,1217,59,1054,12196160,164970
27,7619,1646,1217,57,1054,12240398,164970
28,7693,1646,1217,61,1054,12284291,164970
29,7788,1647,1217,60,1054,12328146,164970
30,7858,1647,1217,54,1054,12372066,164970
31,7941,1641,1217,58,1054,12416175,164970
32,8017,1632,1217,61,1054,12460219,164970
34,8100,1655,1216,61,1054,12508173,164970
35,8177,1648,1216,59,1054,12559285,164970
36,8276,1649,1216,60,1054,12610177,164970
37,8347,1649,1216,59,1054,12657485,164970
38,8445,1650,1216,60,1054,12705050,164970
39,8545,1650,1216,57,1054,12762642,164970
40,8644,1650,1216,61,1054,12813218,164970
41,8730,1642,1216,56,1054,12860491,164970
42,8821,1650,1216,62,1054,12907543,164970
43,8904,1651,1215,58,1054,12958547,164970
44,8991,1651,1215,62,1054,13005943,164970
45,9078,1652,1215,57,1054,13050118,164970
46,9156,1653,1215,55,1054,13097300,164970
47,9238,1653,1215,63,1054,13151350,164970
48,9331,1653,1215,57,1054,13199042,164970
49,9430,1653,1215,57,1054,13242855,164970
50,9503,1653,1215,56,1054,13290360,164970
51,9588,1653,1215,62,1054,13338000,164970
52,9689,1654,1215,54,1054,13385207,164970
53,9780,1641,1215,56,1054,13428940,164970
54,9857,1641,1215,63,1054,13476399,164970
55,9934,1642,1214,56,1054,13523408,164970
56,9983,1672,1214,58,1054,13571491,164970
57,9785,2023,1214,55,1054,13616899,164970
58,9088,2702,1216,59,1054,13662427,164970
59,8386,3449,1220,56,1054,13708413,164970
60,7691,4132,1223,57,1054,13753998,164970
61,6997,4868,1225,56,1054,13799835,164970
63,6281,5587,1232,60,1054,13845160,164970
64,5551,6301,1246,56,1054,13891188,164970
65,4826,7001,1257,62,1054,13936665,164970
66,4115,7718,1262,55,1054,13982062,164970
67,3399,8398,1270,56,1054,14027454,164970
68,2841,9066,1313,63,1054,14070218,164970
69,2414,9673,1404,54,1054,14108951,164970
70,1998,10305,1507,59,1054,14148156,164970
71,1402,10948,1548,62,1054,14189835,164970
72,1185,2748,1585,57,1054,14218562,164970
73,664,3547,1585,62,1054,14259507,164978
74,509,4176,1577,62,1054,14305262,164978
75,479,4874,1582,63,1054,14351668,164978
76,449,5586,1579,61,1054,14397781,164978
77,416,6307,1583,61,1054,14444045,164978
78,389,7029,1583,57,1054,14490549,164978
79,358,7755,1581,57,1054,14537485,164978
80,331,8478,1583,62,1054,14583903,164978
81,301,9212,1581,63,1054,14630531,164978
82,273,9904,1593,58,1054,14675489,164978
83,243,10642,1597,55,1054,14721337,164978
84,224,5475,1687,57,1054,14760795,164978
85,206,2780,1762,61,1054,14801670,164978
86,163,3501,1747,53,1054,14847848,164978
87,162,4242,1740,60,1054,14895906,164978
88,162,4965,1726,59,1054,14942502,164978
89,162,5684,1730,60,1054,14988649,164978
91,162,6405,1730,58,1054,15034871,164978
92,162,7125,1722,58,1054,15081061,164978
93,162,7844,1720,58,1054,15127137,164978
94,162,8521,1721,60,1054,15173615,164978
