t_s,rss_mb,wired_mb,compressed_mb,free_mb,swap_used_mb,pageins,swapins
0,0,1720,1045,1228,1054,35374445,165340
1,126,1711,1045,1096,1054,35376411,165340
2,838,1711,1045,385,1054,35399113,165340
3,1637,1686,1045,55,1054,35424768,165340
4,2414,1683,1045,58,1054,35449683,165340
5,3191,1661,1045,55,1054,35474618,165340
6,3971,1661,1045,56,1054,35499614,165340
7,4747,1662,1045,56,1054,35524506,165340
8,5598,1662,1045,60,1054,35551848,165340
9,6424,1662,1045,61,1054,35578344,165340
10,7246,1655,1045,58,1054,35604762,165340
11,7800,1667,1045,61,1054,35644354,165340
12,8012,1629,1500,57,1054,35687889,165340
13,7674,1673,2219,58,1054,35725639,165340
14,8839,1675,1705,59,1054,35751151,165340
16,9406,1675,1890,57,1054,35793081,165340
17,9762,1675,2053,60,1054,35832511,165340
18,9270,1635,2660,58,1054,35872434,165340
19,8514,1637,3687,58,1054,35910999,165340
20,8441,1677,4082,58,1054,35947753,165340
21,8018,1674,4501,55,1054,35985761,165340
22,8149,1674,4366,60,1054,36028236,165340
23,8236,1674,4274,55,1054,36070348,165340
24,8290,1677,4264,60,1054,36109455,165340
25,8307,1677,4201,57,1054,36151069,165340
26,8196,1636,4366,56,1054,36188397,165340
27,8236,1637,4306,63,1054,36227918,165340
28,8245,1678,4299,59,1054,36264201,165340
29,8278,1635,4266,63,1054,36299836,165340
30,8473,1675,4063,57,1054,36339477,165340
31,8419,1635,4114,61,1054,36378111,165340
32,8472,1636,4094,57,1054,36414792,165340
33,8455,1686,4046,58,1054,36454181,165340
34,8283,1680,4160,57,1054,36498069,165340
35,8280,1657,4181,60,1054,36540138,165340
37,8441,1658,3851,59,1054,36571764,165340
38,8932,1657,3358,62,1054,36602432,165340
39,9374,1657,2952,61,1054,36630227,165340
40,10323,1657,2020,61,1054,36644143,165340
41,10795,1658,1717,57,1054,36670848,165340
42,10769,1657,1748,63,1054,36700362,165340
43,10686,1657,1826,55,1054,36729854,165340
44,10642,1657,1810,58,1054,36757472,165340
45,10439,1616,2082,57,1054,36780981,165340
46,10675,1619,1816,55,1054,36798656,165340
47,10714,1619,1834,60,1054,36827457,165340
48,10647,1619,1972,56,1054,36857448,165340
49,10496,1658,2063,57,1054,36881987,165340
50,10392,1657,2173,55,1054,36907636,165340
51,10527,1657,2045,60,1054,36931847,165340
53,10636,1656,1895,59,1054,36948458,165340
54,10334,1655,2276,58,1054,36979989,165340
55,10724,1655,1869,54,1054,37000552,165340
56,10760,1655,1849,56,1054,37028347,165340
57,10760,1615,1844,58,1054,37055692,165340
58,10708,1655,1832,58,1054,37085388,165340
59,10699,1655,1831,61,1054,37106593,165340
60,10693,1655,1828,56,1054,37137230,165340
61,10700,1655,1833,59,1054,37166018,165340
62,10558,1655,1961,61,1054,37191725,165340
63,10561,1666,1837,59,1054,37219852,165340
64,10166,1677,2184,60,1054,37248475,165340
65,10318,1655,2048,57,1054,37265761,165340
66,10580,1613,2046,59,1054,37291558,165340
67,10732,1654,1850,61,1054,37315690,165340
69,10533,1654,2016,63,1054,37339800,165340
70,10259,1681,2175,62,1054,37362461,165340
71,10513,1608,1975,57,1054,37386343,165340
72,10606,1649,1880,59,1054,37415726,165340
73,10306,1648,2162,57,1054,37448955,165340
74,10480,1654,1984,61,1054,37464335,165340
75,10315,1607,2280,61,1054,37496242,165340
76,10361,1655,2032,62,1054,37515088,165340
77,10608,1655,1792,60,1054,37543006,165340
78,10613,1655,1804,62,1054,37570135,165340
79,10593,1654,1866,59,1054,37592322,165340
80,10642,1654,1863,54,1054,37625903,165340
81,10687,1654,1844,59,1054,37648476,165340
82,10708,1654,1856,57,1054,37675055,165340
83,10713,1654,1861,60,1054,37700748,165340
85,10367,1676,2134,57,1054,37731826,165340
86,10592,1678,1877,59,1054,37750895,165340
87,9927,1678,2507,60,1054,37774700,165340
88,10679,1616,1858,55,1054,37792618,165340
89,10697,1616,1909,62,1054,37815510,165340
90,10439,1657,2154,59,1054,37841484,165340
91,10709,1613,1864,59,1054,37866775,165340
92,9962,1653,2682,57,1054,37894365,165340
93,10693,1654,1849,56,1054,37911960,165340
94,10690,1653,1858,58,1054,37940634,165340
95,10707,1653,1860,61,1054,37965254,165340
96,10704,1653,1855,55,1054,37990726,165340
98,10717,1653,1857,61,1054,38021945,165340
99,10050,1653,2408,62,1054,38046761,165340
100,10620,1668,1826,57,1054,38061512,165340
