t_s,rss_mb,wired_mb,compressed_mb,free_mb,swap_used_mb,pageins,swapins
0,0,1695,1381,3862,1054,30898421,165110
1,126,1686,1378,3679,1054,30902046,165110
2,180,5516,1485,610,1054,30905929,165110
3,1238,5517,1484,60,1054,30939993,165110
4,1796,5518,1484,56,1054,30958020,165110
5,2337,5518,1498,54,1054,30975735,165110
6,2869,5518,1504,54,1054,30992912,165110
7,3420,5519,1532,55,1054,31010719,165110
8,3970,5523,1533,55,1054,31028381,165110
9,4492,5518,1560,62,1054,31045441,165110
10,5081,5498,1589,60,1054,31064452,165110
11,5713,5495,1601,60,1054,31084853,165110
12,6138,5495,1612,58,1054,31102766,165110
13,6448,5498,1615,61,1054,31122663,165110
14,6727,5496,1618,59,1054,31139695,165110
15,6998,6546,1641,61,1054,31156865,165110
16,7282,6546,1660,60,1054,31186371,165110
17,7667,6549,1860,56,1054,31216065,165110
19,7857,6551,1853,60,1054,31248043,165110
20,8066,6558,1850,62,1054,31276202,165110
21,8210,6553,1851,56,1054,31304976,165110
22,8355,6553,1861,62,1054,31333431,165110
23,8822,6553,1884,60,1054,31361979,165110
24,9294,6553,1898,54,1054,31391427,165110
25,9764,6553,1912,58,1054,31421391,165110
26,10010,6553,1902,62,1054,31450148,165110
27,10186,6554,1892,54,1054,31479022,165110
28,10214,6553,1903,60,1054,31508225,165110
29,10248,6553,1927,58,1054,31536893,165110
30,10250,6552,1915,57,1054,31566099,165110
31,10265,6552,1910,60,1054,31595341,165110
32,10273,6554,1900,56,1054,31623577,165110
33,10352,6553,1660,57,1054,31655573,165110
34,10305,6576,1655,55,1054,31684930,165110
35,10309,6574,1655,60,1054,31713960,165110
36,10318,6576,1658,57,1054,31742857,165110
37,10307,6574,1638,59,1054,31775009,165110
39,10308,6561,1613,54,1054,31804551,165110
40,10312,6574,1606,59,1054,31833662,165110
41,10388,6550,1605,58,1054,31864499,165110
42,10491,6493,1613,57,1054,31896306,165110
43,10507,6553,1613,59,1054,31923424,165110
