t_s,rss_mb,wired_mb,compressed_mb,free_mb,swap_used_mb,pageins,swapins
0,7,1655,1108,62,1054,8761208,164970
1,126,1788,1108,84,1054,8762061,164970
2,779,1789,1121,62,1054,8803879,164970
3,1391,1789,1226,60,1054,8844189,164970
4,2012,1789,1237,58,1054,8884194,164970
5,2127,1789,1226,59,1054,8928531,164970
6,2241,1783,1226,55,1054,8971492,164970
7,2665,1789,1233,57,1054,9014900,164970
8,3331,1790,1231,55,1054,9058992,164970
9,3994,1798,1228,57,1054,9103142,164970
10,4666,1792,1224,61,1054,9147706,164970
11,5328,1791,1222,63,1054,9191923,164970
12,5987,1791,1221,64,1054,9235911,164970
13,6514,1791,1219,56,1054,9280128,164970
14,6906,1793,1217,56,1054,9323988,164970
15,7018,1783,1216,61,1054,9367929,164970
16,7109,1793,1213,61,1054,9411146,164970
17,7198,1793,1212,58,1054,9454044,164970
18,7293,1786,1212,58,1054,9496936,164970
19,7370,1794,1212,59,1054,9540406,164970
20,7451,1794,1211,58,1054,9584500,164970
21,7550,1794,1211,59,1054,9628486,164970
22,7626,1796,1211,59,1054,9672530,164970
23,7702,1811,1210,55,1054,9716532,164970
25,7796,1781,1209,56,1054,9760514,164970
26,7866,1782,1207,59,1054,9804685,164970
27,7942,1782,1205,62,1054,9848420,164970
28,8059,1784,1204,57,1054,9892016,164970
29,8148,1743,1203,54,1054,9935933,164970
30,8260,1742,1190,57,1054,9980167,164970
31,8354,1786,1188,62,1054,10024006,164970
32,8453,1783,1188,64,1054,10067623,164970
33,9070,1784,1188,54,1054,10113288,164970
34,9782,1744,1188,56,1054,10159294,164970
35,9782,1785,1187,58,1054,10209618,164970
36,9780,1785,1187,61,1054,10262425,164970
37,9783,1744,1187,63,1054,10309293,164970
38,9770,1807,1185,62,1054,10360041,164970
39,9781,1799,1185,59,1054,10410249,164970
40,9781,1787,1185,54,1054,10457316,164970
41,9779,1787,1185,57,1054,10504392,164970
42,9775,1787,1185,60,1054,10551575,164970
43,9784,1788,1184,56,1054,10595043,164970
44,9782,1787,1184,55,1054,10641857,164970
45,9780,1788,1184,59,1054,10699472,164970
46,9781,1747,1184,55,1054,10742833,164970
47,9785,1789,1184,54,1054,10786305,164970
48,9782,1789,1184,59,1054,10836941,164970
49,9784,1789,1184,56,1054,10880540,164970
50,9785,1790,1184,53,1054,10927548,164970
51,9781,1790,1184,60,1054,10971305,164970
52,9777,1750,1184,60,1054,11021944,164970
54,9778,1797,1184,56,1054,11065610,164970
55,9779,1744,1183,55,1054,11112854,164970
56,9713,5719,1208,61,1054,11146148,164970
