t_s,rss_mb,wired_mb,compressed_mb,free_mb,swap_used_mb,pageins,swapins
0,0,1657,1406,62,1054,22442632,164978
1,126,1658,1395,185,1054,22447202,164978
2,671,1667,1394,56,1054,22482183,164978
3,1197,1667,1526,56,1054,22522650,164978
4,1816,1658,1605,61,1054,22562922,164978
5,2386,1658,1569,56,1054,22607273,164978
6,2455,1660,1548,52,1054,22652025,164978
7,2589,1670,1503,61,1054,22697106,164978
8,3210,1661,1500,56,1054,22741594,164978
9,3884,1662,1495,61,1054,22786306,164978
10,4555,1662,1494,56,1054,22830795,164978
11,5227,1662,1493,59,1054,22875348,164978
13,5566,1662,1489,56,1054,22919756,164978
14,5751,1673,1488,61,1054,22964243,164978
15,5873,1674,1485,57,1054,23008424,164978
16,6200,1666,1485,55,1054,23052810,164978
17,6840,1657,1482,60,1054,23096613,164978
18,7088,1664,1480,57,1054,23140399,164978
19,7191,1664,1480,59,1054,23183950,164978
20,7279,1665,1479,57,1054,23227674,164978
21,7368,1665,1479,62,1054,23271718,164978
22,7437,1665,1479,57,1054,23316067,164978
23,7528,1656,1479,56,1054,23360581,164978
24,7616,1666,1479,55,1054,23404953,164978
25,7697,1666,1478,57,1054,23449324,164978
26,7767,1667,1478,56,1054,23492664,164978
27,7841,1657,1475,58,1054,23537378,164978
28,7900,1667,1475,57,1054,23581842,164978
29,7993,1658,1473,55,1054,23626386,164978
30,8054,1668,1473,59,1054,23670652,164978
31,8122,1659,1462,55,1054,23715512,164982
32,8197,1668,1451,55,1054,23761022,164982
33,8232,1669,1438,60,1054,23810470,164986
34,8309,1679,1433,55,1054,23862892,164986
35,8378,1670,1432,61,1054,23914230,164994
36,8457,1670,1431,57,1054,23962312,164998
37,8566,1671,1431,56,1054,24010094,164998
38,8718,1671,1431,58,1054,24068494,164998
39,8809,1672,1430,58,1054,24119902,164998
40,8896,1662,1430,62,1054,24168000,164998
42,8984,1672,1430,55,1054,24215824,164998
43,9084,1663,1430,57,1054,24267389,164998
44,9178,1672,1428,57,1054,24315613,164998
45,9231,1673,1425,60,1054,24360789,164998
46,10303,1673,1425,55,1054,24413840,164998
47,10296,1665,1424,61,1054,24457564,164998
48,10300,1684,1422,55,1054,24501836,164998
49,10280,1684,1419,58,1054,24553517,164998
50,10299,1675,1419,58,1054,24601285,164998
51,10297,1666,1419,55,1054,24645124,164998
52,10292,1676,1419,59,1054,24689089,164998
53,10311,1677,1419,55,1054,24740198,164998
54,10307,1676,1418,58,1054,24784501,164998
55,10309,1677,1418,60,1054,24835655,164998
56,10320,1678,1418,56,1054,24858911,164998
57,10328,1678,1418,58,1054,24871285,164998
58,10314,1678,1414,59,1054,24884450,164998
59,10254,1674,1400,57,1054,24898073,164998
60,10166,1653,1391,55,1054,24913811,164998
61,10158,1654,1389,61,1054,24927642,164998
62,10152,1655,1389,57,1054,24940009,164998
63,10157,1656,1388,59,1054,24952495,164998
64,10180,1658,1388,59,1054,24965472,164998
65,10191,1658,1386,57,1054,24978533,164998
66,10188,1655,1384,60,1054,24991065,164998
67,10170,1655,1384,60,1054,25004513,164998
68,10146,1655,1378,55,1054,25022363,164998
69,10143,1655,1378,58,1054,25034864,164998
71,10164,1656,1388,57,1054,25047359,164998
72,9811,1656,1783,61,1054,25060650,164998
73,9458,1656,2173,60,1054,25069620,164998
74,8271,1656,2959,60,1054,25088667,164998
75,7920,1618,3371,58,1054,25114792,164998
76,7945,1659,3343,60,1054,25137756,164998
77,7977,1659,3395,61,1054,25160313,164998
78,8686,1658,2979,60,1054,25183941,164998
79,9597,1655,2140,60,1054,25201248,164998
80,9836,1658,2152,60,1054,25226044,164998
81,10017,1658,2149,57,1054,25252560,164998
82,10091,1617,2048,64,1054,25277582,164998
83,9765,1617,2430,59,1054,25303025,164998
84,9395,1656,2732,62,1054,25328850,164998
85,9020,1657,3098,61,1054,25354527,164998
86,8824,1656,3268,60,1054,25378445,164998
87,8654,1653,3473,59,1054,25400935,164998
88,8218,1657,3825,55,1054,25425627,164998
89,7892,1678,4141,47,1054,25450463,164998
91,8023,1655,4396,55,1054,25478683,164998
92,8102,1655,4396,55,1054,25505240,164998
93,8209,1656,4333,59,1054,25530717,164998
94,8115,1646,4532,60,1054,25556128,164998
95,8091,1653,4507,58,1054,25581772,164998
96,8088,1653,4534,57,1054,25608470,164998
97,8216,1654,4398,61,1054,25633606,164998
98,8282,1653,4329,56,1054,25658798,164998
99,8394,1646,4259,60,1054,25684039,164998
100,8443,1611,4226,59,1054,25708532,164998
101,8512,1613,4165,56,1054,25736260,164998
102,8534,1654,4141,59,1054,25759927,164998
103,8640,1653,4037,55,1054,25788772,164998
104,8544,1653,4129,58,1054,25814395,164998
105,8661,1655,4012,57,1054,25844317,164998
106,8723,1655,3938,58,1054,25868991,164998
107,8737,1610,3935,61,1054,25892116,164998
108,8384,1654,4338,59,1054,25916802,164998
109,8450,1654,4271,59,1054,25941796,164998
110,8396,1653,4320,61,1054,25968853,164998
112,8383,1650,4350,60,1054,25994084,164998
113,8390,1609,4348,59,1054,26017142,164998
114,8770,1612,4015,57,1054,26037993,164998
115,9064,1652,3648,61,1054,26061453,164998
116,9521,1653,3184,61,1054,26083612,164998
117,10514,1650,2182,66,1054,26094312,164998
118,10881,1651,1663,58,1054,26113344,164998
119,10843,1612,1650,59,1054,26134394,164998
120,10734,1675,1766,62,1054,26156928,164998
121,10654,1650,1862,55,1054,26177369,164998
122,10725,1650,1787,57,1054,26196940,164998
123,10758,1650,1787,56,1054,26216933,164998
124,10755,1650,1787,59,1054,26235391,164998
125,10734,1650,1778,54,1054,26256585,164998
126,10630,1654,1953,61,1054,26276807,164998
128,10600,1655,1938,62,1054,26296905,164998
129,10075,1614,2465,61,1054,26310531,164998
130,10543,1677,1828,60,1054,26319292,164998
131,10583,1670,1795,61,1054,26339991,164998
132,10645,1617,1806,55,1054,26359842,164998
133,10624,1654,1802,55,1054,26384083,164998
134,10460,1655,1906,60,1054,26403234,164998
135,10579,1655,1797,60,1054,26426926,164998
136,10512,1655,1939,55,1054,26453019,164998
137,10636,1655,1819,62,1054,26467395,164998
138,10673,1655,1829,54,1054,26491022,164998
139,10704,1655,1840,59,1054,26513040,164998
140,10176,1614,2389,54,1054,26535300,164998
141,10714,1655,1847,63,1054,26551376,164998
142,10728,1652,1843,63,1054,26570287,164998
143,10742,1652,1845,58,1054,26591735,164998
144,10769,1653,1853,62,1054,26610416,164998
146,10677,1653,1944,59,1054,26626530,164998
147,10823,1652,1885,60,1054,26645961,164998
148,10829,1612,1880,61,1054,26663737,164998
149,10835,1612,1903,57,1054,26681027,164998
150,10813,1653,1860,59,1054,26705912,164998
151,10801,1652,1870,60,1054,26723914,164998
152,10584,1652,2077,59,1054,26745423,164998
153,10739,1652,1924,60,1054,26762999,164998
