t_s,rss_mb,wired_mb,compressed_mb,free_mb,swap_used_mb,pageins,swapins
0,0,2710,2605,679,1921,225509356,17193178
1,134,2735,2605,530,1921,225511813,17193178
2,3847,2745,2606,62,1921,225588714,17193178
3,5889,2752,2625,59,1921,225678465,17193178
4,8071,2738,2693,59,1921,225771675,17193178
5,9647,2768,2701,58,1921,225840611,17193178
6,10981,2796,2730,55,1921,225912974,17193178
8,12583,2776,2849,57,1921,225994562,17193178
9,13682,2772,3258,63,1921,226056724,17193178
10,14673,2755,3561,58,1921,226129808,17193178
11,16023,2747,3616,56,1921,226224791,17193178
12,17268,2755,3680,59,1921,226315803,17193178
13,18490,2747,3689,58,1921,226408735,17193178
14,19100,2757,3739,59,1921,226484217,17193178
15,19554,2758,4018,57,1921,226558671,17193178
16,19676,2774,4113,60,1921,226630808,17193178
17,19690,2816,4094,56,1921,226717380,17193178
18,20171,2742,4062,55,1921,226800865,17193178
19,20629,2780,4050,57,1921,226882506,17193178
20,21401,2772,4045,60,1921,226975794,17193178
21,21420,2771,4063,56,1921,227066092,17193178
22,21398,2763,4011,58,1921,227152562,17193178
24,21447,2785,4085,58,1921,227243588,17193178
25,21473,2764,4084,56,1921,227348992,17193178
26,21463,2763,4082,62,1921,227442094,17193178
27,21431,2795,4072,55,1921,227544048,17193178
28,21330,2817,3911,60,1921,227624867,17193178
29,21309,2813,3892,60,1921,227701656,17193178
30,21292,2779,3887,59,1921,227777887,17193178
31,21300,2777,3888,58,1921,227858159,17193178
32,21305,2771,3889,60,1921,227928934,17193178
33,21403,2782,3946,56,1921,227995261,17193178
34,21406,2786,3959,55,1921,228063644,17193178
35,21302,2831,3931,60,1921,228138125,17193178
36,21396,2784,4018,55,1921,228195688,17193178
37,21339,2752,4022,56,1921,228268321,17193178
38,21298,2775,4011,57,1921,228355355,17193178
39,21284,2762,4010,58,1921,228434664,17193178
40,21277,2753,4005,55,1921,228518661,17193178
42,21278,2758,4018,54,1921,228597835,17193178
43,21431,2772,4195,55,1921,228663750,17193178
44,21297,2773,4445,56,1921,228721980,17193178
45,21409,2749,4534,61,1921,228779370,17193178
46,21388,2764,4526,59,1921,228846828,17193178
47,21354,2792,4513,54,1921,228917879,17193178
48,21274,2804,4495,62,1921,228991089,17193178
49,21272,2750,4492,55,1921,229056679,17193178
50,21340,2785,4531,59,1921,229115996,17193178
51,21460,2742,4601,59,1921,229173195,17193178
52,21306,2781,4515,54,1921,229227059,17193178
53,21267,2776,4504,59,1921,229290978,17193178
54,20982,2818,4393,57,1921,229351173,17193178
56,20921,2826,4370,59,1921,229425865,17193178
57,20767,2816,4346,55,1921,229496434,17193178
58,20694,2826,4302,59,1921,229548571,17193178
59,20718,2829,4300,58,1921,229609650,17193178
60,20781,2802,4326,55,1921,229664695,17193178
61,20915,2819,4365,60,1921,229717179,17193178
62,21009,2774,4424,59,1921,229778061,17193178
63,21089,2817,4463,58,1921,229841852,17193178
64,21130,2827,4489,57,1921,229906544,17193178
65,21128,2815,4490,56,1921,229968008,17193178
66,21127,2815,4494,60,1921,230027211,17193178
68,21221,2776,4547,55,1921,230082474,17193178
69,21271,2766,4543,55,1921,230143896,17193178
70,21241,2811,4500,56,1921,230197089,17193178
71,21216,2810,4498,57,1921,230264977,17193178
72,21194,2811,4497,60,1921,230331969,17193178
73,21044,2835,4448,59,1921,230388669,17193182
74,21021,2822,4435,55,1921,230458676,17193182
75,21049,2811,4442,54,1921,230531060,17193182
76,21072,2807,4447,55,1921,230602589,17193182
77,21083,2821,4450,61,1921,230668405,17193182
78,21066,2813,4449,63,1921,230732986,17193182
79,21030,2828,4452,55,1921,230802190,17193182
81,21027,2813,4454,56,1921,230867435,17193182
82,21018,2838,4450,56,1921,230935018,17193182
83,21020,2798,4433,64,1921,231006641,17193182
84,21027,2764,4416,61,1921,231085618,17193182
85,21044,2765,4431,55,1921,231159692,17193182
86,21056,2764,4430,58,1921,231234778,17193182
87,21139,2760,4453,55,1921,231295230,17193182
88,21154,2769,4478,57,1921,231366053,17193182
89,21171,2773,4482,60,1921,231430335,17193182
90,21175,2759,4480,54,1921,231511182,17193182
91,21133,2787,4469,53,1921,231586428,17193182
92,21135,2755,4464,54,1921,231661469,17193182
93,21140,2765,4465,56,1921,231735102,17193182
94,21124,2783,4481,53,1921,231793151,17193182
95,21150,2798,4503,60,1921,231861291,17193182
96,21152,2845,4510,58,1921,231927873,17193182
98,21214,2778,4535,60,1921,231992338,17193182
99,21220,2809,4543,59,1921,232065313,17193182
100,21197,2781,4533,58,1921,232144605,17193182
101,21131,2782,4521,56,1921,232212952,17193182
102,21107,2770,4496,55,1921,232281832,17193182
103,20849,2876,4422,60,1921,232342967,17193182
104,20877,2798,4436,58,1921,232409522,17193182
105,20908,2775,4442,59,1921,232475245,17193182
106,20932,2774,4446,59,1921,232552767,17193182
107,20938,2784,4448,62,1921,232626181,17193182
108,21022,2760,4442,60,1921,232708632,17193182
109,20929,2816,4399,59,1921,232776318,17193182
110,20852,2797,4378,59,1921,232842432,17193182
111,20754,2839,4366,59,1921,232905255,17193182
112,20775,2737,4371,58,1921,232975028,17193182
