t_s,rss_mb,wired_mb,compressed_mb,free_mb,swap_used_mb,pageins,swapins
0,127,1680,588,3741,1070,5626742,164302
1,367,1830,588,3359,1070,5641801,164302
2,1049,1830,588,2664,1070,5686165,164302
3,1727,1821,588,1975,1070,5730273,164302
4,2398,1830,588,1295,1070,5773806,164302
5,3071,1830,588,612,1070,5817658,164302
6,3750,1826,588,60,1070,5861849,164302
7,4421,1803,599,59,1070,5905591,164302
8,5093,1803,627,60,1070,5949437,164302
9,5655,1794,746,55,1070,5992272,164302
10,6325,1804,766,61,1070,6036128,164302
11,6985,1804,801,56,1070,6079359,164302
12,7646,1805,813,58,1070,6122581,164302
13,8112,1796,840,56,1070,6166294,164302
14,8116,1796,836,55,1070,6210473,164302
15,8121,1800,834,59,1070,6253752,164302
16,8121,1799,829,55,1070,6296861,164302
17,8105,1809,827,56,1070,6339309,164302
18,8128,1800,826,62,1070,6382032,164302
19,8129,1799,826,60,1062,6425579,164302
20,8082,1824,827,58,1062,6469554,164594
21,8077,1796,826,62,1062,6513258,164594
22,8078,1797,826,61,1062,6556732,164594
23,8119,1797,826,63,1062,6600459,164594
24,8125,1797,825,56,1062,6644075,164594
26,8122,1797,825,59,1062,6686967,164594
27,8119,1788,825,63,1062,6729878,164594
28,8101,1817,823,58,1062,6773481,164594
29,8104,1817,822,55,1062,6817082,164594
30,8109,1781,822,59,1062,6860486,164594
31,8110,1791,822,57,1062,6903454,164594
32,8111,1791,822,54,1062,6946685,164594
33,8103,1792,822,63,1062,6997005,164594
34,8108,1816,822,58,1062,7047199,164594
35,8115,1816,822,62,1062,7093867,164594
36,8114,1807,822,55,1062,7140919,164594
37,8109,1816,821,55,1062,7191714,164594
38,8094,1824,821,62,1062,7244917,164594
39,8104,1815,816,60,1062,7295556,164594
40,8090,1816,815,55,1062,7343699,164594
41,8067,1808,815,55,1062,7391083,164594
42,8064,1808,815,57,1062,7441868,164594
43,8065,1809,815,62,1062,7489002,164594
44,8063,1818,815,55,1062,7532411,164594
45,8067,1808,815,59,1062,7579403,164594
46,8072,1817,815,55,1062,7636762,164594
47,8077,1818,815,60,1062,7680121,164594
48,8077,1821,815,55,1062,7724107,164594
49,8072,1819,815,61,1062,7774924,164594
50,8080,1819,815,55,1062,7818392,164594
51,8075,1819,815,60,1062,7865380,164594
52,8077,1810,815,57,1062,7909256,164594
53,8078,1810,815,55,1062,7956312,164594
54,8084,1820,815,57,1062,8003239,164594
56,8084,1811,815,60,1062,8050557,164594
57,7988,1919,814,55,1062,8097566,164594
58,7289,2618,821,61,1062,8142973,164594
59,6593,3325,827,58,1062,8188818,164594
60,5898,4059,829,63,1062,8234666,164594
61,5213,4680,833,56,1062,8279990,164594
62,4608,5364,859,62,1062,8323148,164594
63,4108,6098,962,54,1062,8370797,164594
64,3630,6823,1068,58,1062,8416639,164594
65,3226,7447,1190,63,1062,8457169,164594
66,2854,8134,1303,62,1062,8500573,164594
67,2564,8707,1403,61,1062,8537203,164594
68,1980,9501,1509,55,1062,8588057,164594
69,1357,10187,1570,62,1062,8632617,164594
70,707,10731,1577,181,1062,8674691,164594
71,341,11596,1585,58,1062,8676529,164594
72,341,11596,1584,57,1062,8676565,164594
73,337,11596,1582,61,1062,8676614,164594
74,337,11596,1547,69,1062,8677227,164594
75,337,11596,1534,61,1062,8677582,164594
76,337,11596,1532,63,1062,8677619,164594
77,337,11272,1530,61,1062,8677670,164594
78,337,11662,1529,58,1062,8677682,164594
79,337,11662,1529,60,1062,8677738,164594
80,337,11662,1528,57,1062,8677750,164594
81,337,11663,1527,60,1062,8677767,164594
82,337,11663,1524,57,1062,8677801,164594
83,331,11663,1513,62,1062,8678457,164594
85,331,11233,1513,63,1062,8678513,164594
86,331,11596,1512,60,1062,8678592,164594
87,331,11596,1512,57,1062,8678609,164594
88,331,11596,1512,55,1062,8678762,164594
89,331,11596,1512,56,1062,8678838,164594
90,331,11594,1506,61,1062,8679154,164594
91,331,11595,1505,75,1062,8679384,164594
92,331,11595,1504,62,1062,8679434,164594
93,331,11595,1504,60,1062,8679448,164594
94,331,11594,1502,61,1062,8679581,164594
95,331,11595,1501,60,1062,8679609,164594
96,331,11595,1500,60,1062,8679664,164594
97,331,11595,1500,55,1062,8679679,164594
98,331,11594,1500,61,1062,8679701,164594
99,331,11595,1500,58,1062,8679713,164594
100,331,11595,1500,57,1062,8679725,164594
101,331,11594,1500,61,1062,8679765,164594
102,331,11595,1500,63,1062,8679777,164594
103,331,11595,1500,58,1062,8679820,164594
104,331,11594,1500,69,1062,8679839,164594
105,331,11595,1499,61,1062,8679949,164594
106,331,11594,1495,57,1062,8680270,164594
107,331,11298,1495,59,1062,8680303,164594
108,331,11041,1495,57,1062,8680315,164594
109,331,11658,1494,61,1062,8680331,164594
110,331,11660,1494,60,1062,8680347,164594
111,331,11594,1494,57,1062,8680360,164594
112,331,11594,1494,56,1062,8680373,164594
113,331,11594,1494,61,1062,8680386,164594
115,331,11594,1494,60,1062,8680398,164594
116,331,11067,1494,57,1062,8680411,164594
117,331,11659,1494,57,1062,8680424,164594
118,331,11659,1501,80,1062,8680461,164594
119,331,11659,1501,77,1062,8680516,164594
120,331,11659,1501,75,1062,8680528,164594
121,331,11594,1500,79,1062,8680540,164594
122,331,11593,1490,61,1062,8680563,164594
123,331,11593,1487,62,1062,8680674,164594
124,331,11594,1487,58,1062,8680689,164594
125,331,11594,1487,56,1062,8680702,164594
126,331,11594,1487,56,1062,8680714,164594
127,331,11593,1494,82,1062,8680726,164594
128,331,11593,1494,79,1062,8680776,164594
129,331,11593,1493,74,1062,8680830,164594
130,331,11593,1493,62,1062,8681511,164594
131,331,11593,1493,56,1062,8681596,164594
132,331,11593,1498,76,1062,8681608,164594
133,331,11593,1497,71,1062,8681645,164594
134,331,11593,1497,72,1062,8681661,164594
135,331,11593,1497,75,1062,8681673,164594
136,331,11593,1497,74,1062,8681686,164594
137,331,11593,1497,71,1062,8681736,164594
138,331,11658,1497,68,1062,8681748,164594
139,331,10699,1497,57,1062,8681794,164594
140,331,11658,1496,70,1062,8681880,164594
141,331,11658,1496,63,1062,8682096,164594
142,331,11658,1496,62,1062,8682108,164594
143,331,11661,1496,58,1062,8682121,164594
144,331,11595,1496,58,1062,8682138,164594
146,331,11466,1495,59,1062,8682150,164594
147,331,11593,1495,58,1062,8682165,164594
148,331,11593,1495,57,1062,8682177,164594
149,331,11593,1495,56,1062,8682190,164594
150,331,11593,1494,77,1062,8682233,164594
151,331,11593,1494,74,1062,8682250,164594
152,331,11593,1494,72,1062,8682263,164594
153,331,11593,1494,71,1062,8682313,164594
154,331,11593,1494,69,1062,8682325,164594
155,331,11593,1494,68,1062,8682337,164594
156,331,11593,1493,64,1062,8682359,164594
157,331,11593,1493,62,1062,8682371,164594
158,331,11593,1493,60,1062,8682383,164594
159,331,11593,1493,57,1062,8682409,164594
160,331,11592,1493,63,1062,8682421,164594
161,331,11592,1475,94,1062,8682460,164594
162,331,11593,1474,89,1062,8682512,164594
163,331,11593,1474,88,1062,8682524,164594
164,331,11593,1474,85,1062,8682538,164594
165,331,11593,1474,83,1062,8682551,164594
166,331,11593,1471,83,1062,8682613,164594
167,331,11593,1471,82,1062,8682625,164594
168,331,11677,1471,79,1062,8682638,164594
169,331,11687,1471,77,1062,8682668,164594
170,331,11658,1471,75,1062,8682681,164594
171,331,11658,1471,74,1062,8682714,164594
172,331,11661,1471,73,1062,8682726,164594
173,331,11658,1471,69,1062,8682836,164594
174,331,11662,1470,68,1062,8682848,164594
176,331,11593,1470,66,1062,8682860,164594
177,331,11659,1470,64,1062,8682873,164594
178,331,11657,1470,62,1062,8682886,164594
179,331,11659,1470,61,1062,8682899,164594
180,331,11658,1470,59,1062,8682912,164594
181,331,11657,1454,57,1062,8683328,164594
182,331,11657,1453,61,1062,8683343,164594
183,331,11593,1453,58,1062,8683417,164594
184,331,11596,1453,63,1062,8683429,164594
185,331,11593,1453,79,1062,8683446,164594
186,331,11593,1453,74,1062,8683459,164594
187,331,11593,1453,73,1062,8683471,164594
188,331,11593,1453,68,1062,8683605,164594
189,331,11593,1453,66,1062,8683618,164594
190,331,11593,1453,64,1062,8683630,164594
191,331,11593,1452,61,1062,8683701,164594
192,331,11593,1452,57,1062,8683714,164594
193,331,11593,1452,56,1062,8683726,164594
194,331,11593,1452,64,1062,8683740,164594
195,331,11593,1452,61,1062,8683753,164594
196,331,11593,1452,59,1062,8683765,164594
197,331,11593,1451,57,1062,8683926,164594
198,331,11592,1451,63,1062,8683942,164594
199,331,11657,1451,61,1062,8683954,164594
200,331,11659,1451,76,1062,8683968,164594
201,331,11661,1451,72,1062,8684020,164594
202,331,11593,1451,70,1062,8684032,164594
203,331,11593,1451,69,1062,8684044,164594
204,331,11593,1451,68,1062,8684093,164594
205,331,11593,1451,65,1062,8684107,164594
207,331,11593,1451,62,1062,8684119,164594
208,331,11659,1451,61,1062,8684138,164594
209,331,10718,1451,56,1062,8684175,164594
210,331,11657,1451,76,1062,8684190,164594
211,331,11657,1451,71,1062,8684242,164594
212,331,11593,1451,76,1062,8684254,164594
213,331,11592,1451,77,1062,8684266,164594
214,331,11593,1414,71,1062,8684676,164594
215,331,11593,1412,61,1062,8684713,164594
216,331,11593,1412,59,1062,8684725,164594
217,331,11593,1412,56,1062,8684738,164594
218,331,11593,1412,57,1062,8684750,164594
219,331,11591,1412,60,1062,8684786,164594
220,331,11592,1411,55,1062,8684819,164594
221,331,11592,1411,58,1062,8684831,164594
222,331,11592,1411,56,1062,8684857,164594
223,331,11592,1411,59,1062,8684875,164594
224,331,11592,1411,57,1062,8684889,164594
225,331,11592,1411,58,1062,8684903,164594
226,331,11592,1411,58,1062,8684915,164594
227,331,11591,1409,60,1062,8684999,164594
228,331,11591,1410,75,1062,8685060,164594
229,331,11677,1410,69,1062,8685072,164594
230,331,11677,1410,66,1062,8685084,164594
231,331,11658,1411,74,1062,8685097,164594
232,331,11658,1411,70,1062,8685109,164594
233,331,11658,1411,69,1062,8685121,164594
234,331,11657,1411,66,1062,8685134,164594
235,331,11656,1411,63,1062,8685146,164594
237,331,11592,1411,62,1062,8685158,164594
238,331,11656,1411,62,1062,8685171,164594
239,331,10697,1411,58,1062,8685208,164594
240,331,11656,1411,79,1062,8685223,164594
241,331,11656,1411,76,1062,8685275,164594
242,331,11656,1411,75,1062,8685287,164594
243,331,11657,1411,72,1062,8685299,164594
244,331,11592,1411,72,1062,8685312,164594
245,331,11592,1411,68,1062,8685324,164594
246,331,11592,1411,68,1062,8685336,164594
247,331,11592,1411,65,1062,8685349,164594
248,331,11592,1411,64,1062,8685361,164594
249,331,11592,1411,64,1062,8685373,164594
250,331,11591,1405,58,1062,8685461,164594
251,331,11595,1402,61,1062,8685496,164594
252,331,11592,1401,61,1062,8685517,164594
253,331,11592,1406,75,1062,8685569,164594
254,331,11591,1406,77,1062,8685583,164594
255,331,11592,1406,75,1062,8685595,164594
256,331,11592,1406,73,1062,8685608,164594
257,331,11592,1406,70,1062,8685620,164594
258,331,11592,1406,70,1062,8685632,164594
259,331,11677,1404,57,1062,8685823,164594
260,331,11145,1404,61,1062,8685838,164594
261,331,11657,1404,59,1062,8685850,164594
262,331,11592,1403,61,1062,8685920,164594
263,331,11592,1403,58,1062,8685932,164594
264,331,11592,1403,57,1062,8685946,164594
265,331,11592,1403,54,1062,8685959,164594
267,331,11592,1403,60,1062,8685971,164594
268,331,11409,1403,79,1062,8686008,164594
269,331,11656,1403,74,1062,8686063,164594
270,331,11656,1403,73,1062,8686075,164594
271,331,11592,1403,74,1062,8686087,164594
272,331,11592,1403,70,1062,8686100,164594
273,331,11592,1402,67,1062,8686112,164594
274,331,11592,1402,65,1062,8686124,164594
275,331,11592,1402,65,1062,8686137,164594
276,331,11592,1401,63,1062,8686149,164594
277,331,11592,1401,60,1062,8686162,164594
278,331,11592,1401,58,1062,8686174,164594
279,331,11592,1401,56,1062,8686186,164594
280,331,11591,1401,64,1062,8686199,164594
281,331,11592,1401,60,1062,8686211,164594
282,331,11592,1401,59,1062,8686223,164594
283,331,11592,1401,74,1062,8686298,164594
284,331,11592,1401,69,1062,8686389,164594
285,331,11592,1401,67,1062,8686401,164594
286,331,11591,1401,68,1062,8686414,164594
287,331,11591,1401,63,1062,8686426,164594
288,331,11591,1400,57,1062,8686490,164594
289,331,11656,1400,62,1062,8686503,164594
290,331,11656,1400,62,1062,8686515,164594
291,331,11656,1400,61,1062,8686541,164594
292,331,11656,1400,59,1062,8686554,164594
293,331,11656,1400,58,1062,8686566,164594
294,331,11657,1400,60,1062,8686597,164594
295,331,11657,1400,56,1062,8686634,164594
296,331,11656,1400,63,1062,8686646,164594
298,331,11591,1396,56,1062,8686766,164594
299,331,11658,1396,59,1062,8686781,164594
300,331,11656,1396,57,1062,8686793,164594
301,331,11656,1396,55,1062,8686805,164594
302,331,11655,1396,60,1062,8686875,164594
303,331,11655,1396,59,1062,8686890,164594
304,331,11655,1396,56,1062,8686902,164594
305,331,11591,1396,55,1062,8686915,164594
306,331,11591,1396,59,1062,8686947,164594
307,331,11591,1396,59,1062,8686959,164594
308,331,11591,1396,56,1062,8686972,164594
309,331,11591,1396,63,1062,8686984,164594
310,331,11590,1396,79,1062,8686996,164594
311,331,11591,1396,71,1062,8687009,164594
312,331,11591,1396,72,1062,8687021,164594
313,331,11686,1396,71,1062,8687033,164594
314,331,2583,1395,67,1062,8687053,164594
315,331,1603,1395,63,1062,8687065,164594
316,331,1613,1395,60,1062,8687115,164594
317,331,1613,1395,58,1062,8687133,164594
318,331,1613,1395,58,1062,8687145,164594
319,331,1613,1395,56,1062,8687159,164594
320,331,1608,1395,61,1062,8687172,164594
321,331,1608,1395,59,1062,8687184,164594
322,331,1608,1395,56,1062,8687197,164594
323,331,1608,1395,63,1062,8687214,164594
324,331,1608,1395,61,1062,8687226,164594
325,331,1608,1395,60,1062,8687246,164594
326,331,1608,1395,59,1062,8687259,164594
327,331,1608,1395,58,1062,8687271,164594
329,331,1608,1395,63,1062,8687285,164594
330,331,1608,1395,60,1062,8687297,164594
331,331,1608,1395,60,1062,8687309,164594
332,331,1608,1395,56,1062,8687326,164594
333,331,1607,1395,61,1062,8687338,164594
334,331,1607,1395,59,1062,8687350,164594
335,331,1607,1395,59,1062,8687364,164594
336,331,1607,1395,58,1062,8687376,164594
337,331,1608,1395,61,1062,8687408,164594
338,331,1607,1395,61,1062,8687436,164594
339,331,1608,1395,59,1062,8687448,164594
340,331,1608,1395,59,1062,8687460,164594
341,331,1607,1395,56,1062,8687473,164594
342,331,1607,1394,56,1062,8687485,164594
343,331,1607,1394,59,1062,8687505,164594
344,331,1607,1394,56,1062,8687520,164594
345,331,1607,1394,55,1062,8687532,164594
346,331,1607,1394,61,1062,8687544,164594
347,331,1607,1394,60,1062,8687557,164594
348,331,1607,1394,59,1062,8687569,164594
349,331,1663,1367,60,1062,8687910,164594
350,331,1663,1366,57,1062,8687943,164594
351,331,1608,1366,56,1062,8687955,164594
352,331,1608,1366,61,1062,8687967,164594
353,331,1608,1366,59,1062,8687983,164594
354,331,1608,1366,58,1062,8687995,164594
355,331,1608,1366,56,1062,8688007,164594
356,331,1608,1366,64,1062,8688020,164594
357,331,1608,1366,61,1062,8688032,164594
359,331,1608,1366,60,1062,8688046,164594
360,331,1608,1366,58,1062,8688061,164594
361,331,1611,1387,60,1062,8690060,164594
362,331,1610,1382,65,1062,8690735,164594
363,331,1610,1382,62,1062,8690749,164594
364,331,1610,1382,61,1062,8690761,164594
365,331,1610,1382,57,1062,8690780,164594
366,331,1610,1382,61,1062,8690793,164594
367,331,1610,1382,61,1062,8690805,164594
368,331,1610,1382,59,1062,8690817,164594
369,331,1610,1382,60,1062,8690830,164594
370,331,1610,1382,58,1062,8690842,164594
371,331,1610,1382,56,1062,8690854,164594
372,331,1610,1382,62,1062,8690867,164594
373,331,1610,1382,63,1062,8690879,164594
374,331,1610,1382,59,1062,8690893,164594
375,331,1610,1382,58,1062,8690906,164594
376,331,1611,1382,56,1062,8690918,164594
377,331,1611,1382,61,1062,8690930,164594
378,331,1611,1382,55,1062,8690943,164594
379,331,1611,1382,62,1062,8690967,164594
380,331,1611,1382,60,1062,8690979,164594
381,331,1611,1382,59,1062,8690992,164594
382,331,1611,1382,57,1062,8691004,164594
383,331,1611,1382,59,1062,8691017,164594
384,331,1611,1379,59,1062,8691234,164594
385,331,1611,1379,58,1062,8691249,164594
386,331,1611,1378,60,1062,8691575,164594
387,331,1612,1373,69,1062,8692916,164594
389,331,1612,1373,66,1062,8692930,164594
390,331,1612,1373,66,1062,8692943,164594
391,331,1612,1373,65,1062,8692967,164594
392,331,1612,1373,62,1062,8692979,164594
393,331,1612,1373,63,1062,8693029,164594
394,331,1612,1373,59,1062,8693041,164594
395,331,1612,1373,58,1062,8693053,164594
396,331,1612,1373,57,1062,8693066,164594
397,331,1611,1373,62,1062,8693078,164594
398,331,1611,1373,62,1062,8693090,164594
399,331,1611,1373,62,1062,8693114,164594
400,331,1611,1373,62,1062,8693132,164594
401,331,1611,1373,60,1062,8693144,164594
402,331,1611,1373,58,1062,8693171,164594
403,331,1611,1373,57,1062,8693183,164594
404,331,1611,1373,62,1062,8693209,164594
405,331,1611,1373,61,1062,8693223,164594
406,331,1611,1373,59,1062,8693235,164594
407,331,1611,1368,60,1062,8693717,164594
408,331,1611,1368,58,1062,8693730,164594
409,331,1611,1368,58,1062,8693742,164594
410,331,1611,1368,63,1062,8693754,164594
411,331,1611,1368,63,1062,8693767,164594
412,331,1611,1368,61,1062,8693779,164594
413,331,1611,1368,59,1062,8693791,164594
414,331,1611,1368,59,1062,8693804,164594
415,331,1611,1368,58,1062,8693816,164594
417,331,1611,1368,55,1062,8693828,164594
418,331,1611,1368,61,1062,8693851,164594
419,331,1611,1366,59,1062,8693945,164594
420,331,1611,1366,57,1062,8693960,164594
421,331,1611,1366,70,1062,8694021,164594
422,331,1611,1366,68,1062,8694035,164594
423,331,1611,1366,60,1062,8694319,164594
424,331,1611,1366,59,1062,8694333,164594
425,331,1611,1366,56,1062,8694345,164594
426,331,1611,1366,56,1062,8694357,164594
427,331,1614,1360,58,1062,8695075,164594
428,331,1614,1356,59,1062,8695865,164598
429,331,1614,1356,57,1062,8696356,164598
430,331,1614,1355,63,1062,8696373,164598
431,331,1614,1355,61,1062,8696385,164598
432,331,1614,1355,60,1062,8696409,164598
433,331,1614,1355,58,1062,8696421,164598
434,331,1614,1355,57,1062,8696435,164598
435,331,1614,1355,62,1062,8696467,164598
436,331,1614,1355,62,1062,8696500,164598
437,331,1616,1351,62,1062,8696739,164638
438,331,1616,1351,59,1062,8696828,164638
439,331,1616,1351,56,1062,8696840,164638
440,331,1616,1351,65,1062,8696872,164638
441,331,1616,1351,63,1062,8696908,164638
442,331,1616,1351,62,1062,8696920,164638
444,331,1616,1351,59,1062,8696932,164638
445,331,1616,1351,58,1062,8696945,164638
446,331,1616,1351,57,1062,8696957,164638
447,331,1616,1351,62,1062,8696969,164638
448,331,1616,1351,63,1062,8697000,164638
449,331,1616,1351,60,1062,8697014,164638
450,331,1616,1351,60,1062,8697026,164638
451,331,1616,1351,58,1062,8697039,164638
452,331,1616,1351,56,1062,8697051,164638
453,331,1616,1351,61,1062,8697070,164638
454,331,1616,1350,58,1062,8697167,164642
455,331,1616,1350,57,1062,8697179,164642
456,331,1616,1350,55,1062,8697191,164642
457,331,1616,1350,58,1062,8697220,164642
458,331,1616,1350,58,1062,8697232,164642
459,331,1616,1350,58,1062,8697244,164642
460,331,1616,1350,57,1062,8697257,164642
461,331,1616,1350,61,1062,8697276,164642
462,331,1616,1350,61,1062,8697291,164642
463,331,1616,1349,58,1062,8697393,164642
464,331,1616,1349,56,1062,8697407,164642
465,331,1616,1349,62,1062,8697419,164642
466,331,1615,1349,59,1062,8697460,164642
467,331,1615,1349,59,1062,8697472,164642
468,331,1615,1349,59,1062,8697484,164642
469,331,1615,1349,61,1062,8697502,164642
470,331,1615,1346,55,1062,8697691,164646
