t_s,rss_mb,wired_mb,compressed_mb,free_mb,swap_used_mb,pageins,swapins
0,0,2523,3618,308,1929,167693402,17193071
1,128,2541,3606,223,1929,167696075,17193071
2,4273,2552,3605,54,1929,167771816,17193071
3,7082,2560,3634,58,1929,167865232,17193071
4,10186,2567,3641,58,1929,167940934,17193071
5,11812,2567,3666,58,1929,168031525,17193071
6,13102,2569,3666,54,1929,168122801,17193071
7,14513,2569,3664,56,1929,168219286,17193071
8,15566,2569,3696,57,1929,168310802,17193071
9,16512,2569,3698,59,1929,168398747,17193071
10,17516,2571,3697,58,1929,168490925,17193071
11,18522,2569,3773,55,1929,168577154,17193071
12,19367,2569,3854,57,1929,168662258,17193071
13,19989,2570,3858,62,1929,168740169,17193071
14,20643,2567,3955,56,1929,168824503,17193071
15,21528,2567,3960,54,1929,168905377,17193071
16,22231,2568,4049,55,1929,168987551,17193071
17,22523,2568,4097,53,1929,169085113,17193071
19,22514,2568,4089,61,1929,169170073,17193071
20,22511,2568,4087,56,1929,169262386,17193071
21,22540,2568,4123,55,1929,169352488,17193071
22,22528,2570,4125,55,1929,169457079,17193071
23,22478,2569,4090,54,1929,169552248,17193071
24,22464,2570,4085,56,1929,169657538,17193071
25,22527,2569,4036,55,1929,169734017,17193071
26,22492,2570,3999,55,1929,169812027,17193071
27,22489,2569,3996,59,1929,169894981,17193071
28,22483,2569,3996,58,1929,169968279,17193071
29,22492,2569,3997,59,1929,170037721,17193071
30,22466,2570,3988,57,1929,170107083,17193071
31,22429,2570,3967,59,1929,170194938,17193071
32,22395,2571,3974,59,1929,170266475,17193071
33,22333,2570,4052,60,1929,170345902,17193071
34,22320,2570,4067,54,1929,170428014,17193071
35,22279,2569,4128,63,1929,170510980,17193071
36,22274,2570,4124,57,1929,170592367,17193071
38,22284,2569,4124,60,1929,170674590,17193071
39,22285,2569,4122,60,1929,170755833,17193071
40,22405,2569,4288,56,1929,170802879,17193071
41,22361,2569,4270,60,1929,170860514,17193071
42,22346,2569,4266,57,1929,170939204,17193071
43,22327,2569,4258,56,1929,171017254,17193071
44,22246,2569,4215,59,1929,171089634,17193071
45,22236,2568,4233,60,1929,171159766,17193071
46,22152,2569,4373,58,1929,171223370,17193071
47,22035,2570,4367,61,1929,171278520,17193071
48,21965,2570,4341,61,1929,171349813,17193071
49,21965,2569,4347,56,1929,171429297,17193071
50,21966,2569,4344,56,1929,171508268,17193071
51,21963,2570,4327,58,1929,171581021,17193071
52,22014,2569,4322,61,1929,171651015,17193071
53,21998,2570,4317,61,1929,171720272,17193071
54,22100,2569,4384,58,1929,171784594,17193071
56,22127,2569,4377,61,1929,171851768,17193071
57,22128,2570,4379,61,1929,171919246,17193071
58,22129,2570,4376,56,1929,171984449,17193071
59,22141,2569,4355,59,1929,172056264,17193071
60,22163,2569,4353,55,1929,172125817,17193071
61,22163,2568,4350,62,1929,172194429,17193071
62,22162,2569,4352,60,1929,172266244,17193071
63,22178,2568,4358,57,1929,172335636,17193071
64,22187,2569,4364,55,1929,172407719,17193071
65,22162,2568,4338,58,1929,172476718,17193071
66,22164,2570,4329,54,1929,172547503,17193071
67,22155,2569,4327,56,1929,172629483,17193071
68,22152,2570,4339,60,1929,172708956,17193071
69,22166,2570,4346,63,1929,172782785,17193071
70,22162,2569,4342,59,1929,172863214,17193071
71,22207,2569,4382,57,1929,172931028,17193071
72,22217,2569,4383,58,1929,172991829,17193071
73,22156,2570,4374,56,1929,173060735,17193071
75,22093,2569,4371,57,1929,173132804,17193071
76,22098,2569,4382,58,1929,173227819,17193071
77,22084,2569,4380,56,1929,173310155,17193071
78,22064,2570,4370,58,1929,173387995,17193071
79,22049,2569,4366,59,1929,173452440,17193071
80,21955,2569,4368,62,1929,173536891,17193071
81,21807,2570,4369,53,1929,173605450,17193071
82,21820,2571,4371,62,1929,173683431,17193071
83,21825,2571,4373,60,1929,173752036,17193071
84,21829,2571,4376,55,1929,173834282,17193071
85,21860,2571,4379,59,1929,173909187,17193071
86,21788,2571,4319,58,1929,173990573,17193071
87,21805,2571,4325,60,1929,174059193,17193071
88,21829,2571,4320,63,1929,174124071,17193071
90,21854,2571,4341,61,1929,174188565,17193071
91,21849,2569,4330,60,1929,174257060,17193071
92,21882,2569,4344,59,1929,174335200,17193071
93,21880,2569,4337,56,1929,174407829,17193071
94,21882,2569,4334,59,1929,174485961,17193071
