t_s,rss_mb,wired_mb,compressed_mb,free_mb,swap_used_mb,pageins,swapins
1,0,2531,3739,562,1921,209959712,17193162
2,129,2531,3734,379,1921,209963711,17193162
3,4071,2540,3746,64,1921,210029053,17193162
4,8661,2553,3744,60,1921,210121327,17193162
5,10389,2554,3799,55,1921,210185858,17193162
6,11992,2556,3807,56,1921,210263702,17193162
7,13278,2497,3813,61,1921,210338427,17193162
8,14553,2558,3781,57,1921,210427454,17193162
9,15493,2559,3805,60,1921,210505412,17193162
10,16654,2559,3819,59,1921,210588787,17193162
11,17616,2559,3865,57,1921,210672907,17193162
12,18702,2655,3891,58,1921,210756529,17193162
13,19499,2579,3888,57,1921,210832366,17193162
14,20134,2560,3885,55,1921,210902048,17193162
15,20764,2564,3892,57,1921,210979597,17193162
16,21182,2563,4140,60,1921,211067787,17193162
17,21652,2564,4122,59,1921,211148072,17193162
18,22149,2557,4116,55,1921,211234505,17193162
19,22143,2565,4109,60,1921,211325101,17193162
20,22136,2572,4108,56,1921,211411177,17193162
22,22221,2573,4043,60,1921,211494029,17193162
23,22258,2565,4040,56,1921,211563673,17193162
24,22258,2564,4044,55,1921,211632880,17193162
25,22268,2572,4043,58,1921,211700525,17193162
26,22260,2573,4043,61,1921,211776969,17193162
27,22013,2663,4042,59,1921,211852407,17193162
28,21945,2682,3989,63,1921,211910202,17193162
29,21865,2598,3985,59,1921,211986284,17193162
30,21802,2579,3992,58,1921,212038072,17193162
31,21761,2574,3994,55,1921,212097796,17193162
32,21733,2576,4046,58,1921,212156750,17193162
33,21664,2575,4069,59,1921,212223019,17193162
34,21652,2573,4070,57,1921,212296234,17193162
35,21602,2574,4104,62,1921,212360761,17193162
36,21654,2575,4119,55,1921,212430983,17193162
38,21670,2575,4100,59,1921,212493062,17193162
39,21769,2575,4459,54,1921,212538912,17193162
40,21738,2576,4454,62,1921,212590769,17193162
41,21714,2575,4447,60,1921,212649295,17193162
42,21570,2670,4405,57,1921,212717667,17193162
43,21594,2595,4398,60,1921,212795472,17193162
44,21648,2573,4408,58,1921,212857497,17193162
45,21695,2516,4467,55,1921,212922286,17193162
46,21521,2576,4414,55,1921,212993632,17193162
47,21446,2576,4356,60,1921,213048109,17193162
48,21451,2574,4353,56,1921,213117909,17193162
49,21481,2575,4313,56,1921,213181859,17193162
51,21406,2574,4302,61,1921,213246661,17193162
52,21416,2562,4297,58,1921,213302870,17193162
53,21426,2576,4294,57,1921,213366695,17193162
54,21524,2574,4323,63,1921,213433144,17193162
55,21639,2576,4363,57,1921,213493579,17193162
56,21810,2576,4425,58,1921,213556918,17193162
57,21768,2673,4443,61,1921,213617263,17193162
58,21805,2595,4442,56,1921,213678472,17193162
59,21817,2576,4441,58,1921,213743219,17193162
60,21817,2560,4434,56,1921,213810575,17193162
61,21872,2575,4442,60,1921,213868388,17193162
62,21880,2576,4439,57,1921,213933721,17193162
63,21917,2561,4441,56,1921,213998273,17193162
64,21955,2576,4456,56,1921,214052312,17193162
65,21977,2575,4470,57,1921,214111938,17193162
66,22000,2575,4487,59,1921,214172965,17193162
67,22002,2576,4489,55,1921,214239351,17193162
69,22024,2576,4511,56,1921,214302091,17193162
70,22014,2575,4509,56,1921,214374177,17193162
71,22049,2575,4530,54,1921,214439437,17193162
72,21912,2667,4496,55,1921,214502331,17193162
73,21897,2596,4483,62,1921,214565091,17193162
74,21785,2583,4438,57,1921,214617703,17193162
75,21789,2577,4437,53,1921,214671156,17193162
76,21772,2576,4437,61,1921,214727261,17193162
77,21838,2579,4448,56,1921,214782177,17193162
78,21689,2578,4440,56,1921,214846752,17193162
79,21668,2577,4425,57,1921,214913482,17193162
80,21665,2578,4424,57,1921,214972232,17193162
81,21718,2578,4450,58,1921,215033952,17193162
82,21769,2575,4470,61,1921,215103846,17193162
83,21802,2577,4436,61,1921,215162782,17193162
84,21767,2577,4419,58,1921,215225691,17193162
85,21792,2576,4438,60,1921,215287042,17193162
86,21797,2573,4428,59,1921,215358836,17193162
88,21628,2670,4373,58,1921,215425694,17193162
89,21621,2593,4376,58,1921,215490987,17193166
90,21703,2568,4387,54,1921,215553713,17193166
91,21749,2580,4394,58,1921,215610559,17193166
92,21779,2569,4416,57,1921,215671279,17193166
93,21814,2572,4412,58,1921,215735717,17193166
94,21888,2569,4446,61,1921,215798620,17193166
95,21864,2570,4434,58,1921,215861852,17193166
96,21858,2569,4432,57,1921,215932064,17193166
