t_s,rss_mb,wired_mb,compressed_mb,free_mb,swap_used_mb,pageins,swapins
0,7,1677,1328,3605,1054,65720702,165368
1,126,1686,1328,3491,1054,65721681,165368
2,983,1677,1326,2616,1054,65749663,165368
3,1858,1677,1326,1737,1054,65777827,165368
4,2741,1677,1325,836,1054,65806641,165368
5,3617,1660,1325,58,1054,65834807,165368
6,3280,1702,2249,58,1054,65853927,165368
8,2648,1714,3452,55,1054,65873643,165368
9,2922,1700,3738,58,1054,65892634,165368
10,3602,1629,3753,61,1054,65914744,165368
11,3380,1639,4322,57,1054,65935342,165368
12,3535,1639,4697,61,1054,65955655,165368
13,5923,1645,2834,60,1054,65998590,165368
14,7569,1649,1544,56,1054,66051765,165368
15,8095,1647,1544,56,1054,66129874,165368
16,8821,1647,1569,58,1054,66209851,165368
17,9700,1648,1581,60,1054,66285947,165368
18,8578,1652,3200,38,1054,66336996,165368
19,7996,1652,4380,56,1054,66395340,165368
20,8447,1653,4271,59,1054,66452590,165368
21,9170,1651,3489,62,1054,66501757,165368
22,10583,1651,2059,57,1054,66533176,165368
23,10973,1651,1644,61,1054,66581810,165368
24,10966,1652,1642,61,1054,66629381,165368
25,10907,1654,1654,55,1054,66673603,165368
26,10892,1651,1649,58,1054,66715165,165368
28,10899,1651,1651,56,1054,66757822,165368
29,10658,1651,1889,60,1054,66802311,165368
30,10581,1654,1984,59,1054,66829874,165368
31,10778,1651,1792,56,1054,66862882,165368
32,10771,1651,1800,62,1054,66891812,165368
33,10779,1651,1803,58,1054,66932256,165368
34,10768,1651,1823,63,1054,66979341,165368
35,10641,1654,1894,57,1054,67023494,165368
36,10758,1654,1779,55,1054,67071407,165368
37,10719,1661,1768,59,1054,67110540,165368
