t_s,rss_mb,wired_mb,compressed_mb,free_mb,swap_used_mb,pageins,swapins
0,0,2530,3504,429,1921,204548871,17193162
1,132,2531,3503,264,1921,204551990,17193162
2,3132,2541,3509,59,1921,204616710,17193162
3,6487,2551,3509,58,1921,204714407,17193162
4,10087,2544,3521,60,1921,204802706,17193162
6,11752,2558,3542,59,1921,204882786,17193162
7,13380,2561,3553,59,1921,204967394,17193162
8,14540,2561,3552,51,1921,205054869,17193162
9,15916,2559,3762,58,1921,205146582,17193162
10,17133,2503,3807,56,1921,205241645,17193162
11,18290,2563,3829,57,1921,205324231,17193162
12,19173,2666,3826,58,1921,205407734,17193162
13,19948,2584,3832,55,1921,205489536,17193162
14,20761,2563,3831,60,1921,205575361,17193162
15,21184,2564,3899,58,1921,205651216,17193162
16,21667,2564,4005,59,1921,205729885,17193162
17,22294,2564,3963,62,1921,205810744,17193162
18,22261,2565,4042,55,1921,205903873,17193162
19,22255,2565,4044,56,1921,205990540,17193162
21,22312,2566,4077,59,1921,206084133,17193162
22,22357,2567,4112,56,1921,206172911,17193162
23,22357,2568,4114,55,1921,206272035,17193162
24,22353,2569,4109,55,1921,206367384,17193162
25,22329,2568,4096,57,1921,206470199,17193162
26,22374,2567,4037,58,1921,206547866,17193162
27,22242,2662,4008,55,1921,206624938,17193162
28,22249,2587,4007,59,1921,206705502,17193162
29,22283,2554,4010,60,1921,206775400,17193162
30,22304,2566,4017,58,1921,206845629,17193162
31,22311,2566,4026,61,1921,206913512,17193162
32,22282,2567,4014,59,1921,206995503,17193162
33,22157,2571,4201,58,1921,207054811,17193162
34,22127,2568,4226,55,1921,207126356,17193162
35,22115,2573,4222,55,1921,207211171,17193162
36,22103,2572,4216,60,1921,207281968,17193162
37,22079,2567,4206,60,1921,207360983,17193162
38,22044,2567,4178,60,1921,207437838,17193162
39,22035,2566,4174,59,1921,207522021,17193162
40,22092,2565,4199,57,1921,207581425,17193162
42,22045,2661,4231,58,1921,207630590,17193162
43,22031,2662,4236,60,1921,207693061,17193162
44,21939,2572,4411,57,1921,207766048,17193162
45,21911,2573,4403,58,1921,207839696,17193162
46,21905,2566,4403,55,1921,207912826,17193162
47,21744,2573,4401,59,1921,207970105,17193162
48,21828,2565,4418,62,1921,208032526,17193162
49,21867,2552,4425,58,1921,208088045,17193162
50,21889,2572,4428,64,1921,208154237,17193162
51,21946,2572,4428,57,1921,208232374,17193162
52,21974,2570,4443,61,1921,208305872,17193162
53,21942,2565,4429,57,1921,208375716,17193162
54,21931,2565,4426,57,1921,208448189,17193162
55,21925,2567,4418,57,1921,208513956,17193162
56,22008,2572,4471,56,1921,208568310,17193162
57,21983,2668,4465,55,1921,208629101,17193162
58,22010,2571,4466,59,1921,208699822,17193162
60,21967,2572,4432,56,1921,208766404,17193162
61,21957,2566,4427,57,1921,208830474,17193162
62,21960,2566,4427,58,1921,208900295,17193162
63,21960,2572,4426,57,1921,208972973,17193162
64,22008,2573,4433,53,1921,209041883,17193162
65,22051,2571,4440,55,1921,209104706,17193162
66,22004,2572,4429,57,1921,209170252,17193162
67,22038,2572,4451,55,1921,209241335,17193162
68,22033,2566,4449,58,1921,209316018,17193162
69,22038,2566,4445,58,1921,209390181,17193162
70,22033,2564,4443,57,1921,209463626,17193162
71,22050,2565,4442,59,1921,209538089,17193162
72,21899,2661,4401,55,1921,209602262,17193162
73,21935,2585,4422,61,1921,209669076,17193162
74,21946,2564,4427,56,1921,209738176,17193162
75,21949,2564,4423,61,1921,209806144,17193162
76,21945,2567,4421,55,1921,209872484,17193162
78,21961,2567,4435,59,1921,209945593,17193162
