t_s,rss_mb,wired_mb,compressed_mb,free_mb,swap_used_mb,pageins,swapins
0,128,2538,1120,235,1929,125058889,17193056
1,674,2552,1120,59,1929,125075814,17193056
2,2020,2556,1120,55,1929,125161968,17193056
3,3335,2561,1120,58,1929,125246155,17193056
4,4699,2565,1120,60,1929,125333563,17193056
5,6083,2569,1120,56,1929,125419225,17193056
6,7498,2573,1122,58,1929,125509965,17193056
7,8813,2576,1165,57,1929,125594049,17193056
8,9825,2576,1261,58,1929,125658916,17193056
9,11346,2578,1421,58,1929,125751859,17193056
10,13173,2579,1963,56,1929,125857210,17193056
11,14912,2605,2383,57,1929,125968736,17193056
13,16682,2609,2577,59,1929,126081894,17193056
14,17669,2612,3240,57,1929,126163478,17193056
15,19274,2613,3432,56,1929,126272000,17193056
16,20404,2614,3446,59,1929,126363404,17193056
17,21238,2577,3758,57,1929,126447774,17193056
18,21667,2591,4465,58,1929,126531357,17193056
19,21903,2591,4204,55,1929,126610248,17193056
20,21873,2591,4179,55,1929,126696318,17193056
21,21853,2593,4172,59,1929,126789023,17193056
22,21861,2589,4167,59,1929,126877424,17193056
23,22196,2589,4165,56,1929,126976687,17193056
24,22316,2590,4236,57,1929,127063439,17193056
25,22243,2577,4205,62,1929,127165789,17193056
26,22224,2593,4196,60,1929,127264125,17193056
27,22222,2593,4188,60,1929,127364162,17193056
28,22260,2538,4110,59,1929,127459557,17193056
29,22232,2594,4107,54,1929,127541150,17193056
30,22221,2592,4102,57,1929,127623719,17193056
31,22223,2594,4100,56,1929,127708165,17193056
33,22220,2590,4099,57,1929,127780385,17193056
34,22223,2591,4098,55,1929,127856495,17193056
35,22105,2591,4112,62,1929,127934832,17193056
36,22065,2591,4125,56,1929,128012020,17193056
37,22058,2590,4122,54,1929,128080176,17193056
38,22046,2591,4121,63,1929,128159074,17193056
39,22004,2591,4103,62,1929,128246400,17193056
40,22006,2592,4099,61,1929,128327094,17193056
41,21954,2593,4073,55,1929,128401883,17193056
42,21964,2592,4069,57,1929,128488742,17193056
43,21892,2591,4181,55,1929,128558664,17193056
44,21837,2590,4538,61,1929,128613346,17193056
45,21826,2590,4530,58,1929,128681511,17193056
46,21795,2589,4515,54,1929,128753584,17193056
47,21779,2589,4514,54,1929,128833111,17193056
48,21791,2591,4509,55,1929,128909704,17193056
49,21815,2591,4495,55,1929,128971772,17193056
50,21928,2591,4574,56,1929,129028991,17193056
51,21928,2589,4580,55,1929,129088750,17193056
53,21891,2589,4566,60,1929,129161198,17193056
54,21887,2574,4566,60,1929,129241121,17193056
55,21889,2587,4571,62,1929,129314102,17193056
56,21868,2586,4567,59,1929,129386223,17193056
57,21849,2585,4560,62,1929,129455917,17193056
58,21867,2585,4573,55,1929,129519051,17193056
59,21881,2585,4591,61,1929,129582327,17193056
60,21900,2587,4597,57,1929,129651822,17193056
61,21910,2573,4606,58,1929,129726557,17193056
62,21878,2588,4594,55,1929,129796458,17193056
63,21751,2585,4529,57,1929,129861514,17193056
64,21692,2586,4489,59,1929,129926615,17193056
65,21669,2572,4479,58,1929,130000811,17193056
66,21719,2530,4488,60,1929,130065715,17193056
67,21711,2583,4501,58,1929,130137430,17193056
68,21695,2583,4499,54,1929,130210317,17193056
69,21669,2585,4498,55,1929,130285763,17193056
71,21665,2573,4495,61,1929,130359233,17193056
72,21639,2585,4491,59,1929,130436579,17193056
73,21650,2585,4503,56,1929,130515964,17193056
74,21773,2583,4613,59,1929,130589744,17193056
75,21813,2582,4630,57,1929,130665292,17193056
76,21832,2583,4653,58,1929,130742927,17193056
77,21822,2582,4647,56,1929,130816196,17193056
78,21790,2583,4636,57,1929,130895590,17193056
79,21787,2582,4635,59,1929,130972367,17193056
