t_s,rss_mb,wired_mb,compressed_mb,free_mb,swap_used_mb,pageins,swapins
0,1,2620,3139,5389,1929,136203878,17193066
1,134,2595,3139,5248,1929,136205989,17193066
2,1903,2590,3139,3698,1929,136286398,17193066
3,3709,2595,3139,2153,1929,136385609,17193066
4,5423,2617,3139,501,1929,136490536,17193066
5,6795,2603,3142,60,1929,136575239,17193066
6,7714,2627,3229,61,1929,136645614,17193066
7,8868,2674,3282,57,1929,136717833,17193066
8,9735,2652,3308,58,1929,136767257,17193066
9,11425,2612,3387,64,1929,136844352,17193066
10,13194,2631,3535,57,1929,136924607,17193066
11,14888,2638,3577,62,1929,137015522,17193066
12,16335,2627,3635,62,1929,137108565,17193066
13,17717,2635,3759,57,1929,137201591,17193066
14,18886,2687,3806,57,1929,137292264,17193066
15,19221,2650,3813,62,1929,137380715,17193066
16,19334,2634,3830,56,1929,137463717,17193066
17,19509,2640,3903,55,1929,137539028,17193066
18,20037,2698,3890,55,1929,137622151,17193066
20,20340,2641,4000,58,1929,137694114,17193066
21,21008,2642,3998,55,1929,137776271,17193066
22,21800,2622,3993,58,1929,137858339,17193066
23,21826,2702,4022,57,1929,137951151,17193066
24,21852,2708,4075,56,1929,138033256,17193066
25,21889,2654,4142,60,1929,138120849,17193066
26,21846,2651,4110,55,1929,138219124,17193066
27,21750,2659,4016,57,1929,138306397,17193066
28,21752,2658,4012,55,1929,138405446,17193066
29,21836,2653,3970,56,1929,138497369,17193066
30,21833,2709,3965,58,1929,138574724,17193066
31,21801,2661,3940,54,1929,138654670,17193066
32,21787,2716,3926,58,1929,138733062,17193066
33,21766,2666,3918,58,1929,138801392,17193066
34,21723,2666,3925,47,1929,138869878,17193066
36,21673,2653,3941,55,1929,138941339,17193066
37,21667,2704,3941,59,1929,139013292,17193066
38,21676,2657,3979,56,1929,139082420,17193066
39,21701,2655,4001,55,1929,139156527,17193066
40,21641,2714,4004,58,1929,139229740,17193066
41,21666,2715,4042,62,1929,139311103,17193066
42,21670,2712,4040,64,1929,139387346,17193066
43,21656,2711,4041,56,1929,139467855,17193066
44,21666,2660,4050,60,1929,139542143,17193066
45,21595,2660,4449,56,1929,139589000,17193066
46,21560,2654,4446,57,1929,139643175,17193066
47,21506,2709,4421,55,1929,139708253,17193066
48,21358,2660,4382,61,1929,139785464,17193066
50,21210,2652,4317,58,1929,139859192,17193066
51,21208,2665,4308,57,1929,139927459,17193066
52,21208,2659,4312,54,1929,139982652,17193066
53,21300,2650,4312,61,1929,140042445,17193066
54,21405,2656,4372,57,1929,140096411,17193066
55,21385,2675,4380,58,1929,140157521,17193066
56,21301,2693,4343,57,1929,140231858,17193066
57,21240,2701,4313,59,1929,140307234,17193066
58,21211,2690,4288,62,1929,140384565,17193066
59,21196,2721,4276,63,1929,140450532,17193066
60,21275,2736,4298,56,1929,140504218,17193066
61,21325,2685,4349,57,1929,140562616,17193066
63,21426,2661,4405,56,1929,140627435,17193066
64,21350,2720,4397,58,1929,140686843,17193066
65,21321,2653,4403,58,1929,140756640,17193066
66,21315,2656,4398,61,1929,140822134,17193066
67,21235,2663,4385,57,1929,140888149,17193066
68,21214,2665,4364,58,1929,140953009,17193066
69,21314,2671,4407,62,1929,141018279,17193066
70,21354,2666,4428,62,1929,141082421,17193066
71,21414,2663,4472,57,1929,141142974,17193066
72,21418,2661,4475,55,1929,141208149,17193066
73,21410,2649,4457,61,1929,141273383,17193066
74,21384,2657,4436,58,1929,141343540,17193066
75,21361,2659,4413,57,1929,141418407,17193066
77,21359,2655,4394,60,1929,141493317,17193066
78,21330,2654,4297,55,1929,141562249,17193066
79,21311,2670,4317,61,1929,141634374,17193066
80,21380,2659,4363,62,1929,141706542,17193066
81,21308,2742,4330,61,1929,141768503,17193066
82,21337,2631,4343,56,1929,141848859,17193066
83,21290,2631,4349,55,1929,141928731,17193066
84,21262,2631,4306,55,1929,141997158,17193066
85,21280,2631,4329,55,1929,142076350,17193066
86,21280,2631,4328,58,1929,142156163,17193066
88,21431,2631,4392,59,1929,142230750,17193066
89,21502,2631,4439,61,1929,142301756,17193066
90,21465,2696,4458,60,1929,142379810,17193066
91,21456,2674,4447,57,1929,142452467,17193066
92,21435,2686,4446,56,1929,142523231,17193066
93,21144,2887,4397,55,1929,142589868,17193066
94,21840,2605,3891,63,1929,142672861,17193066
95,21796,2598,3878,56,1929,142749449,17193066
96,21656,2639,3812,58,1929,142813465,17193066
97,21511,2685,3771,55,1929,142878164,17193071
98,21226,2585,3631,59,1929,142955097,17193071
99,21187,2563,3614,57,1929,143018905,17193071
100,21268,2561,3634,56,1929,143092243,17193071
101,21251,2551,3651,58,1929,143168991,17193071
102,21247,2546,3664,55,1929,143245430,17193071
104,21413,2545,3668,60,1929,143318976,17193071
105,21668,2527,3674,59,1929,143403361,17193071
106,21901,2527,3769,58,1929,143477424,17193071
107,21982,2527,3791,55,1929,143554227,17193071
108,22232,2513,3938,57,1929,143622737,17193071
109,22189,2526,3922,54,1929,143693990,17193071
110,22131,2526,3943,59,1929,143768786,17193071
111,22154,2527,3951,56,1929,143846963,17193071
112,22046,2526,3815,57,1929,143917166,17193071
113,22112,2513,3840,62,1929,143993814,17193071
114,22231,2512,3841,55,1929,144070682,17193071
115,22315,2513,3877,62,1929,144143310,17193071
116,22371,2526,3885,60,1929,144220356,17193071
117,22310,2527,3844,62,1929,144290468,17193071
118,22323,2525,3846,55,1929,144361736,17193071
119,22341,2526,3853,62,1929,144431334,17193071
120,22344,2525,3851,58,1929,144485473,17193071
122,22349,2514,3838,62,1929,144534141,17193071
123,22443,2527,3929,59,1929,144589898,17193071
124,22546,2537,4039,61,1929,144643718,17193071
125,22501,2534,4043,58,1929,144709785,17193071
126,22534,2527,4032,60,1929,144778540,17193071
127,22466,2528,4005,59,1929,144851483,17193071
128,22443,2526,3995,57,1929,144928331,17193071
129,22471,2526,4005,59,1929,144999403,17193071
130,22494,2526,4005,57,1929,145067934,17193071
131,22464,2526,3995,59,1929,145140976,17193071
132,22507,2527,4009,57,1929,145200642,17193071
133,22522,2527,4011,55,1929,145255621,17193071
134,22550,2528,4022,58,1929,145324321,17193071
135,22591,2528,4008,56,1929,145398112,17193071
136,22607,2523,4006,55,1929,145473810,17193071
137,22676,2524,4051,59,1929,145551869,17193071
138,22683,2523,4045,55,1929,145626389,17193071
140,22668,2522,4043,55,1929,145693437,17193071
141,22667,2521,4027,55,1929,145765351,17193071
142,22670,2522,4025,58,1929,145835241,17193071
143,22661,2523,4025,61,1929,145900559,17193071
144,22634,2523,4025,61,1929,145970049,17193071
145,22607,2509,4020,57,1929,146047036,17193071
146,22559,2510,4011,60,1929,146125641,17193071
147,22554,2523,4003,61,1929,146201009,17193071
148,22561,2522,4002,56,1929,146272319,17193071
149,22576,2523,4042,59,1929,146336411,17193071
150,22595,2522,4045,59,1929,146395110,17193071
151,22660,2522,4081,59,1929,146450891,17193071
152,22672,2522,4087,56,1929,146510230,17193071
153,22668,2523,4084,57,1929,146587125,17193071
154,22649,2524,4085,59,1929,146655905,17193071
155,22672,2523,4096,55,1929,146721682,17193071
