t_s,rss_mb,wired_mb,compressed_mb,free_mb,swap_used_mb,pageins,swapins
0,0,2653,3635,56,1922,288665799,17193230
2,0,2652,3630,61,1922,288666065,17193230
3,0,2681,3621,69,1922,288666578,17193230
4,0,2682,3620,65,1922,288667056,17193230
5,124,2648,3615,250,1922,288669423,17193230
6,3215,2697,3654,54,1922,288720248,17193230
7,5072,2663,3772,60,1922,288810700,17193230
8,7022,2666,3850,55,1922,288901434,17193230
9,9780,2673,3938,55,1922,288970698,17193230
10,11912,2730,3964,59,1922,289085585,17193230
11,13174,2886,4270,61,1922,289181904,17193230
12,14882,2699,4566,56,1922,289297123,17193230
13,16487,2661,4592,55,1922,289417374,17193230
14,17234,3135,4441,60,1922,289524635,17193230
15,18207,2812,4582,61,1922,289639901,17193230
17,19028,2795,4584,58,1922,289752743,17193230
18,19271,2808,4587,60,1922,289854471,17193230
19,19492,3000,4561,59,1922,289949635,17193230
20,19912,2879,4595,57,1922,290048275,17193230
21,20351,2784,4644,58,1922,290152219,17193230
22,20452,2785,4670,59,1922,290266758,17193230
23,20417,2961,4649,61,1922,290373387,17193230
24,20437,2906,4635,58,1922,290479803,17193230
25,20492,2806,4685,61,1922,290584779,17193230
26,20397,2880,4588,58,1922,290676987,17193230
27,20444,2860,4613,54,1922,290765401,17193230
28,20325,2892,4589,56,1922,290858608,17193230
29,20425,2718,4636,57,1922,290944054,17193230
30,20494,2804,4690,61,1922,291037203,17193230
32,20458,2933,4658,59,1922,291150465,17193230
33,20720,2715,4693,58,1922,291215308,17193230
34,20687,2756,4930,61,1922,291314769,17193230
35,20498,2756,4971,57,1922,291415718,17193230
36,20494,2714,4978,60,1922,291512429,17193230
37,20576,2700,5005,58,1922,291606775,17193230
38,20609,2712,5279,58,1922,291698888,17193230
39,20667,2712,5279,56,1922,291786808,17193230
40,20519,2713,5096,61,1922,291853954,17193230
41,20089,2992,5002,59,1922,291922001,17193230
42,20052,2951,4999,61,1922,291984134,17193230
43,20084,2895,4990,57,1922,292071451,17193230
44,20115,2884,5002,60,1922,292151891,17193230
45,20200,2860,5038,58,1922,292223464,17193230
47,20245,2835,5010,57,1922,292305130,17193230
48,20304,2781,5008,58,1922,292381428,17193230
49,20537,2781,5037,58,1922,292457632,17193230
50,20672,2782,5132,53,1922,292539102,17193230
51,20731,2763,5168,62,1922,292628682,17193230
52,20771,2762,5185,57,1922,292701498,17193230
53,20720,2761,5173,58,1922,292787866,17193230
54,20516,2878,5127,61,1922,292864141,17193230
55,20511,2762,5127,62,1922,292942537,17193230
56,20567,2761,5162,61,1922,293032792,17193230
57,20618,2853,5213,58,1922,293116143,17193230
58,20597,2760,5193,62,1922,293205887,17193230
59,20412,2762,4977,58,1922,293282706,17193230
60,20448,2765,4995,54,1922,293373488,17193230
62,20318,2993,4979,60,1922,293465566,17193230
63,20328,2833,4985,58,1922,293547990,17193230
64,20385,2835,5047,60,1922,293635047,17193230
65,20039,3008,4997,54,1922,293711114,17193230
66,20062,2688,5028,55,1922,293804895,17193230
67,20234,2686,5031,59,1922,293899272,17193230
68,20270,2692,5006,55,1922,293978488,17193230
69,20361,2690,5037,49,1922,294077691,17193230
70,20452,2717,5057,57,1922,294169993,17193230
71,20197,2881,4924,59,1922,294249688,17193230
72,20182,2688,4937,60,1922,294335511,17193230
73,20248,2691,4958,57,1922,294423601,17193230
74,19980,2937,4918,58,1922,294492647,17193230
75,20009,2868,4937,57,1922,294578935,17193230
77,20079,2686,4944,61,1922,294667809,17193230
78,20144,2628,4925,58,1922,294746962,17193230
79,20147,2709,4913,56,1922,294830882,17193230
80,20063,2893,4956,54,1922,294916502,17193230
81,20104,2841,4978,55,1922,295015159,17193230
82,20128,2796,4914,53,1922,295118649,17193230
83,19989,2837,4899,57,1922,295197235,17193230
84,20064,2755,4997,59,1922,295297205,17193230
85,19731,2959,4812,58,1922,295371959,17193230
86,19823,2877,4874,55,1922,295458861,17193230
87,20172,2621,5004,61,1922,295558142,17193230
89,20186,2621,4872,75,1922,295640438,17193230
90,20164,2561,4801,54,1922,295737384,17193230
91,20188,2555,4816,53,1922,295814782,17193230
92,20243,2602,4902,55,1922,295898753,17193230
93,20289,2585,4833,61,1922,295994841,17193230
94,20340,2585,4837,61,1922,296073191,17193230
95,20377,2585,4884,53,1922,296167211,17193230
96,20489,2527,4970,60,1922,296257130,17193230
97,20521,2586,5000,52,1922,296352022,17193230
98,20563,2586,5034,62,1922,296449550,17193230
99,21096,2582,4808,54,1922,296552436,17193230
100,21150,2584,4796,59,1922,296646582,17193230
101,21246,2582,4833,60,1922,296738678,17193230
102,21273,2583,4829,56,1922,296822525,17193230
103,21308,2583,4832,54,1922,296910386,17193230
104,21421,2582,4893,58,1922,296985789,17193230
106,21419,2581,4855,56,1922,297069079,17193230
107,21409,2581,4845,58,1922,297149690,17193230
108,21484,2581,4882,59,1922,297240131,17193230
109,21575,2581,4940,61,1922,297322637,17193230
110,21595,2581,4942,61,1922,297416109,17193230
111,21603,2524,4950,59,1922,297505248,17193230
112,21602,2583,4952,54,1922,297591254,17193230
113,21605,2582,4951,55,1922,297669238,17193230
114,21638,2581,4981,59,1922,297758905,17193230
115,21633,2583,4981,58,1922,297849714,17193230
116,21686,2539,4994,58,1922,297943234,17193230
117,21663,2539,4989,48,1922,298035813,17193230
118,21646,2539,4974,62,1922,298136191,17193230
119,21663,2480,4981,58,1922,298217828,17193230
120,21654,2539,4980,59,1922,298301428,17193230
122,21659,2539,4977,56,1922,298405878,17193230
