t_s,rss_mb,wired_mb,compressed_mb,free_mb,swap_used_mb,pageins,swapins
0,0,1679,1361,3503,1054,38081854,165340
1,126,1703,1326,3269,1054,38085802,165340
2,782,1679,1326,2605,1054,38106792,165340
3,1653,1678,1324,1725,1054,38134907,165340
4,2546,1694,1321,823,1054,38163846,165340
5,3418,1672,1320,55,1054,38191745,165340
6,4168,1663,1320,59,1054,38215750,165340
7,4913,1673,1320,60,1054,38239714,165340
8,5426,1664,1559,61,1054,38263988,165340
10,5167,1664,2391,60,1054,38284245,165340
11,5337,1655,2903,57,1054,38306522,165340
12,5286,1667,3532,58,1054,38337255,165340
13,5870,1671,3445,63,1054,38366413,165340
14,7058,1673,2854,57,1054,38400346,165340
15,8436,1676,2179,57,1054,38431602,165340
16,9195,1692,1653,60,1054,38464404,165340
17,9238,1686,1623,59,1054,38501593,165340
18,8600,1686,2355,55,1054,38538305,165340
19,8223,1677,2828,61,1054,38575968,165340
20,7888,1677,3261,53,1054,38612116,165340
21,7604,1677,3682,59,1054,38649718,165340
22,7635,1686,4138,60,1054,38683107,165340
23,7988,1677,4314,59,1054,38722277,165340
24,8186,1668,4257,59,1054,38763655,165340
25,7894,1678,4592,57,1054,38803382,165340
26,7982,1668,4407,60,1054,38841528,165340
27,8055,1687,4303,59,1054,38880411,165340
29,7974,1679,4286,59,1054,38917827,165340
30,8082,1686,4133,58,1054,38950188,165340
31,8144,1669,4040,60,1054,38983580,165340
32,8236,1678,3949,61,1054,39021964,165340
33,8263,1687,3936,58,1054,39060561,165340
34,8285,1687,3891,61,1054,39091832,165340
35,8237,1679,3991,60,1054,39132097,165340
36,8127,1687,4127,61,1054,39170536,165340
37,8099,1688,4124,55,1054,39206316,165340
38,8098,1678,4196,58,1054,39238731,165340
39,8446,1688,3807,63,1054,39263021,165340
40,8962,1678,3297,57,1054,39291979,165340
41,9734,1678,2566,62,1054,39310575,165340
42,10740,1679,1601,61,1054,39326464,165340
43,10726,1679,1602,62,1054,39352437,165340
44,10669,1678,1728,58,1054,39378935,165340
45,10560,1682,1832,56,1054,39403682,165340
47,10634,1678,1772,56,1054,39427846,165340
48,10617,1678,1762,59,1054,39448313,165340
49,10620,1678,1763,61,1054,39474717,165340
50,10637,1678,1781,61,1054,39498232,165340
51,10245,1678,2189,61,1054,39521921,165340
52,10425,1668,1976,59,1054,39533003,165340
53,10357,1678,2026,73,1054,39555659,165340
54,10560,1677,1835,55,1054,39575295,165340
55,10605,1678,1886,61,1054,39596171,165340
56,9821,1678,2642,62,1054,39618952,165340
57,10264,1678,2164,60,1054,39635781,165340
58,10585,1679,1740,62,1054,39654341,165340
59,10452,1678,1882,59,1054,39681134,165340
60,10593,1678,1728,61,1054,39709280,165340
61,10601,1668,1729,55,1054,39739037,165340
63,10184,1677,2178,60,1054,39762517,165340
64,10661,1677,1790,58,1054,39783351,165340
65,10667,1677,1797,55,1054,39808712,165340
66,10577,1677,1925,58,1054,39833686,165340
67,10720,1677,1824,55,1054,39857870,165340
68,10656,1686,1838,58,1054,39875972,165340
69,10593,1677,1885,60,1054,39896994,165340
70,10241,1677,2263,58,1054,39923727,165340
71,10343,1677,2125,58,1054,39944014,165340
72,10712,1677,1814,60,1054,39962849,165340
73,10664,1677,1854,60,1054,39986935,165340
74,10662,1686,1791,55,1054,40014797,165340
75,10595,1687,1761,58,1054,40040416,165340
77,10585,1677,1756,55,1054,40064821,165340
78,10407,1677,1936,61,1054,40090451,165340
79,10410,1677,1927,56,1054,40117924,165340
80,10416,1668,1977,61,1054,40138057,165340
81,10131,1677,2420,56,1054,40164758,165340
82,10315,1677,2191,54,1054,40184629,165340
83,10634,1686,1775,59,1054,40198616,165340
84,9973,1686,2463,53,1054,40229459,165340
85,10635,1677,1799,59,1054,40244426,165340
86,10305,1678,2122,60,1054,40265680,165340
87,10654,1677,1796,60,1054,40287114,165340
88,10654,1676,1794,62,1054,40319487,165340
89,10659,1677,1797,59,1054,40351905,165340
90,10559,1676,1856,60,1054,40370410,165340
92,10500,1677,1938,54,1054,40395009,165340
93,10606,1676,1814,62,1054,40414727,165340
94,10296,1677,2122,59,1054,40441357,165340
95,10575,1679,1737,59,1054,40454014,165340
96,10466,1678,1890,61,1054,40473792,165340
97,10607,1676,1755,57,1054,40498792,165340
98,10643,1676,1776,57,1054,40519078,165340
99,10323,1676,2175,58,1054,40543847,165340
100,10512,1677,1978,60,1054,40565212,165340
101,10448,1677,2038,54,1054,40584459,165340
102,10606,1676,1906,57,1054,40607364,165340
103,10682,1677,1814,60,1054,40627990,165340
104,10669,1676,1834,60,1054,40657379,165340
105,10690,1677,1812,57,1054,40678440,165340
106,10634,1667,1853,57,1054,40704513,165340
108,10371,1676,2108,56,1054,40725171,165340
