t_s,rss_mb,wired_mb,compressed_mb,free_mb,swap_used_mb,pageins,swapins
0,0,2679,2576,60,1929,131088789,17193056
1,131,2774,2576,68,1929,131090444,17193056
2,2614,8386,2766,143,1929,131095310,17193056
3,8696,8338,2765,110,1929,131119383,17193056
4,9846,8339,2764,58,1929,131158396,17193056
5,10639,9114,2768,57,1929,131193423,17193056
6,11670,9117,2806,292,1929,131287043,17193056
8,13084,9124,2806,56,1929,131402723,17193056
9,13687,9142,2802,56,1929,131456274,17193056
10,14329,9126,2801,61,1929,131532255,17193056
11,15258,9119,2791,62,1929,131606162,17193056
12,15801,9183,2783,60,1929,131713124,17193056
13,16729,9163,3121,55,1929,131799877,17193056
14,17995,9165,4000,59,1929,131884456,17193056
15,19325,9191,4024,57,1929,131975889,17193056
16,20617,9169,3974,60,1929,132080223,17193056
17,21871,9175,3926,54,1929,132193854,17193056
18,21732,9172,3898,57,1929,132297975,17193056
19,21716,9176,3880,56,1929,132396183,17193056
20,21747,9172,3875,55,1929,132497674,17193056
22,21739,9177,3816,59,1929,132610051,17193056
23,21797,9174,3816,57,1929,132721207,17193056
24,21711,9157,3775,56,1929,132836390,17193056
25,21505,9197,3712,61,1929,132937093,17193056
26,21594,9163,3730,62,1929,133050109,17193056
27,21612,9152,3719,58,1929,133146919,17193056
28,21544,9147,3707,60,1929,133244833,17193056
29,21520,9151,3701,56,1929,133336655,17193056
30,21491,9168,3700,55,1929,133412208,17193056
31,21486,9206,3718,57,1929,133487782,17193056
32,21519,9153,3762,61,1929,133566237,17193056
33,21517,9205,3770,61,1929,133639700,17193056
34,21564,9152,3779,60,1929,133719074,17193056
35,21575,9207,3792,57,1929,133797760,17193056
36,21531,9172,4066,60,1929,133850889,17193056
37,21429,9180,4006,59,1929,133916784,17193056
39,21393,9179,3988,57,1929,133990454,17193056
40,21356,9183,3966,61,1929,134058366,17193056
41,21329,9195,3955,58,1929,134134507,17193056
42,21324,9201,3941,57,1929,134207490,17193056
43,21322,9199,3933,62,1929,134268637,17193056
44,21411,9166,3950,62,1929,134331548,17193056
45,21539,9192,4024,57,1929,134389674,17193056
46,21526,9192,4045,55,1929,134451827,17193056
47,21461,9202,4092,55,1929,134529782,17193056
48,21449,9160,4122,55,1929,134605184,17193056
49,21323,9148,4044,55,1929,134677154,17193056
50,21335,9146,4046,61,1929,134746972,17193056
51,21379,9146,4082,58,1929,134811366,17193056
52,21370,9207,4072,62,1929,134887389,17193056
53,21052,9316,3943,14,1929,134951714,17193056
55,20576,9408,3824,71,1929,135014341,17193056
56,20534,9384,3812,55,1929,135074662,17193056
57,20553,9330,3814,57,1929,135150506,17193056
58,20528,9362,3817,62,1929,135222534,17193056
59,20576,9428,3901,61,1929,135292462,17193056
60,20559,9375,3872,62,1929,135358948,17193056
61,20371,9334,3743,56,1929,135431645,17193056
62,20541,9141,3778,57,1929,135509027,17193056
63,20536,9194,3775,55,1929,135588097,17193056
64,20544,9174,3758,63,1929,135665583,17193056
65,20687,9175,3754,56,1929,135735798,17193056
66,20862,9179,3818,61,1929,135807997,17193056
67,21084,9202,3984,54,1929,135872584,17193056
68,21047,9145,4021,55,1929,135949425,17193056
69,21043,9144,4000,59,1929,136035221,17193056
71,20977,9213,3933,61,1929,136116041,17193056
72,6862,9137,3822,87,1929,136172461,17193056
