t_s,rss_mb,wired_mb,compressed_mb,free_mb,swap_used_mb,pageins,swapins
0,0,2525,2839,675,2332,347333763,17206591
1,127,2456,2838,510,2332,347336574,17206591
2,5662,2532,2837,57,2332,347452026,17206591
3,6872,2531,2837,56,2332,347500171,17206591
4,7783,2533,2936,58,2332,347547982,17206591
5,8524,2537,3028,59,2332,347595888,17206591
6,9533,2538,3029,57,2332,347644351,17206591
7,10505,2538,3030,58,2332,347690548,17206591
8,11449,2538,3049,55,2332,347741858,17206635
9,12361,2526,3061,55,2332,347792011,17206635
10,13216,2540,3060,59,2332,347841077,17206641
11,14063,2541,3079,58,2332,347890906,17206641
12,14880,2541,3074,56,2332,347940851,17206641
13,15628,2543,3107,61,2332,347988293,17206641
14,16379,2542,3119,58,2332,348038634,17206641
15,17080,2530,3269,56,2332,348084660,17206641
16,17814,2532,3396,58,2332,348133381,17206649
17,18273,2550,3440,55,2332,348184109,17206649
18,18448,2536,3576,58,2332,348233643,17206649
19,18874,2552,3594,57,2332,348283123,17206649
20,19369,2552,3594,57,2332,348331237,17206649
21,19869,2551,3594,59,2332,348380499,17206649
22,20017,2552,3592,57,2332,348430290,17206649
23,20158,2553,3591,44,2332,348482268,17206649
25,20753,2554,3588,61,2332,348532758,17206649
26,21323,2543,3554,60,2332,348581817,17206649
27,21710,2559,3552,58,2332,348631890,17206649
28,22027,2559,3438,58,2332,348681801,17206649
29,22366,2562,3404,56,2332,348731933,17206649
30,22354,2563,3359,59,2332,348793458,17206649
31,22067,2569,3341,54,2332,348857421,17206649
32,20997,2706,3193,49,2332,348927451,17206669
33,20512,2927,3156,55,2332,348984772,17206669
34,19639,2918,3138,57,2332,349046740,17206677
35,18711,2787,3132,61,2332,349113013,17206677
36,17460,2796,3127,60,2332,349198192,17206677
37,16492,2881,3114,60,2332,349270315,17206677
38,15035,2666,3227,57,2332,349366984,17206677
39,13999,2610,3240,60,2332,349445192,17206677
41,13277,2643,3249,60,2332,349528042,17206677
42,13045,2646,3203,62,2332,349618430,17206677
43,12714,2597,3185,57,2332,349702355,17206677
44,11807,2597,3180,60,2332,349797801,17206677
45,11556,2643,3122,56,2332,349889720,17206784
46,11385,2620,3120,59,2332,349979598,17206784
47,11326,2632,3115,57,2332,350076603,17206784
48,11279,2612,3112,60,2332,350163851,17206784
49,11252,2677,3108,59,2332,350258780,17206784
50,10983,2646,3107,55,2332,350364132,17206784
