t_s,rss_mb,wired_mb,compressed_mb,free_mb,swap_used_mb,pageins,swapins
0,0,2531,3734,469,1921,215964731,17193166
1,128,2533,3732,303,1921,215968097,17193166
2,5761,2551,3757,60,1921,216037855,17193166
4,8569,2551,3756,63,1921,216099246,17193166
5,10625,2553,3778,54,1921,216175585,17193166
6,12578,2557,3796,59,1921,216257642,17193166
7,14283,2558,3796,58,1921,216340244,17193166
8,15395,2561,3800,62,1921,216422026,17193166
9,16350,2560,3761,62,1921,216492947,17193166
10,17177,2568,3878,63,1921,216561101,17193166
11,18128,2658,3864,63,1921,216642496,17193166
12,19265,2592,3879,59,1921,216718015,17193166
13,20220,2568,3886,60,1921,216799968,17193166
14,20841,2569,3890,59,1921,216875468,17193166
15,21183,2576,4044,56,1921,216939356,17193166
16,21684,2570,4055,56,1921,216999676,17193166
17,22234,2571,4055,61,1921,217062795,17193166
18,22398,2570,4076,55,1921,217117596,17193166
19,22377,2571,4080,55,1921,217176441,17193166
20,22293,2571,4146,60,1921,217231932,17193166
21,22251,2570,4126,55,1921,217296953,17193166
22,22213,2570,4089,59,1921,217355092,17193166
24,22195,2569,4083,57,1921,217411861,17193166
25,22189,2571,4092,60,1921,217473251,17193166
26,22099,2665,4094,55,1921,217523152,17193166
27,22125,2640,4101,58,1921,217576068,17193166
28,22151,2569,4100,56,1921,217637663,17193166
29,22145,2570,4104,59,1921,217692261,17193166
30,22111,2570,4114,64,1921,217748772,17193166
31,21986,2569,4287,60,1921,217805047,17193166
32,21960,2570,4329,56,1921,217864041,17193166
33,21914,2568,4394,55,1921,217921816,17193166
34,21903,2568,4388,60,1921,217986345,17193166
35,21918,2569,4393,56,1921,218048332,17193166
36,21948,2567,4416,58,1921,218115881,17193166
37,21996,2572,4418,59,1921,218175773,17193166
38,22018,2569,4416,56,1921,218233706,17193166
39,21970,2569,4403,60,1921,218289169,17193166
41,21774,2665,4368,58,1921,218341046,17193166
42,21788,2589,4368,53,1921,218396270,17193166
43,21806,2569,4364,56,1921,218450406,17193166
44,21878,2569,4397,56,1921,218510363,17193166
45,21899,2568,4370,61,1921,218557148,17193166
46,21965,2568,4377,57,1921,218611965,17193166
47,21973,2568,4380,60,1921,218657632,17193166
48,21976,2569,4379,61,1921,218718459,17193166
49,21993,2569,4378,58,1921,218772411,17193166
50,22051,2571,4403,61,1921,218819415,17193166
51,22053,2570,4401,58,1921,218874942,17193166
52,22068,2574,4410,60,1921,218939725,17193166
53,22103,2569,4425,58,1921,219002214,17193166
54,22105,2573,4427,58,1921,219067496,17193166
55,22097,2568,4420,57,1921,219124517,17193166
56,21978,2671,4408,56,1921,219170217,17193166
57,22017,2587,4420,55,1921,219235440,17193166
58,22015,2576,4417,60,1921,219293430,17193166
60,22016,2576,4418,60,1921,219346607,17193166
61,13409,2553,4400,253,1921,219392757,17193166
