t_s,rss_mb,wired_mb,compressed_mb,free_mb,swap_used_mb,pageins,swapins
0,0,1677,1296,3353,1054,43501387,165340
1,126,1687,1295,3204,1054,43504455,165340
2,812,1678,1295,2496,1054,43526747,165340
3,1696,1668,1294,1613,1054,43555024,165340
4,2580,1678,1288,712,1054,43583693,165340
5,3438,1657,1287,59,1054,43611207,165340
6,4161,1635,1287,58,1054,43634363,165340
7,3200,1636,2732,55,1054,43649948,165340
8,2789,1677,3695,59,1054,43670292,165340
9,3395,1678,3786,60,1054,43693387,165340
10,3499,1678,4297,59,1054,43714706,165340
11,3928,1679,4490,55,1054,43739836,165340
12,5276,1642,3581,58,1054,43781217,165340
13,6686,1646,2717,60,1054,43824722,165340
14,7957,1650,1564,61,1054,43854778,165340
15,8291,1650,1562,59,1054,43922550,165340
16,8878,1650,1575,61,1054,43989583,165340
17,9299,1650,1996,56,1054,44057395,165340
19,8404,1651,3401,55,1054,44114168,165340
20,7797,1650,4529,57,1054,44174810,165340
21,8125,1651,4580,56,1054,44233213,165340
22,8206,1651,4446,58,1054,44288371,165340
23,8348,1651,4246,60,1054,44351738,165340
24,8644,1651,3946,61,1054,44413471,165340
25,8774,1651,3778,53,1054,44475138,165340
26,8652,1651,4005,54,1054,44529876,165340
27,8312,1651,4251,58,1054,44600072,165340
29,8584,1653,4006,60,1054,44646728,165340
30,9329,1654,3243,57,1054,44689431,165340
31,10277,1652,2318,58,1054,44706172,165340
32,10931,1651,1684,62,1054,44737096,165340
33,10923,1651,1681,60,1054,44780123,165340
34,10737,1661,1794,62,1054,44813326,165340
35,10702,1673,1777,58,1054,44846629,165340
36,10678,1651,1767,57,1054,44884395,165340
37,10712,1651,1770,63,1054,44931007,165340
38,10556,1651,2022,60,1054,44954298,165340
40,10540,1661,1984,63,1054,44975897,165340
41,10784,1673,1835,58,1054,45007807,165340
42,10024,1651,2580,57,1054,45048997,165340
43,10575,1651,2058,61,1054,45082591,165340
44,10478,1651,2152,59,1054,45115259,165340
45,10803,1651,1820,61,1054,45154983,165340
46,10686,1664,1916,61,1054,45194050,165340
47,10672,1655,1936,58,1054,45218939,165340
48,10750,1676,1806,62,1054,45248090,165340
50,10735,1676,1808,62,1054,45276324,165340
51,10735,1674,1802,59,1054,45318093,165340
52,10728,1651,1801,57,1054,45372590,165340
53,10701,1654,1888,61,1054,45398312,165340
54,10596,1651,1981,62,1054,45422948,165340
55,10785,1651,1839,58,1054,45456295,165340
56,10679,1650,1893,58,1054,45471420,165340
57,10804,1650,1827,60,1054,45499319,165340
58,10801,1651,1824,59,1054,45549531,165340
59,10787,1651,1817,59,1054,45603019,165340
60,10408,1650,2167,58,1054,45643443,165340
61,10735,1650,1853,63,1054,45675605,165340
63,10268,1650,2318,64,1054,45708118,165340
64,10789,1651,1825,58,1054,45730635,165340
65,10247,1650,2396,57,1054,45761173,165340
66,10015,1654,2456,61,1054,45775457,165344
67,10364,1656,2002,57,1054,45784002,165344
68,10408,1657,1898,56,1054,45795412,165348
69,10261,1657,1980,60,1054,45799338,165348
70,10313,1657,1984,60,1054,45827937,165348
71,10549,1657,1785,62,1054,45870578,165348
72,10503,1657,1920,56,1054,45902029,165348
73,10657,1657,1827,60,1054,45932622,165348
75,10426,1657,2177,54,1054,45968756,165348
76,10599,1657,1956,56,1054,45999719,165348
77,10387,1670,2036,60,1054,46016311,165348
78,10603,1681,1839,60,1054,46043968,165348
79,10619,1657,1782,55,1054,46076585,165348
80,10566,1657,1917,61,1054,46110293,165348
81,10387,1659,2131,57,1054,46138447,165348
82,10477,1657,2030,61,1054,46169095,165348
83,10448,1657,2106,57,1054,46198701,165348
