t_s,rss_mb,wired_mb,compressed_mb,free_mb,swap_used_mb,pageins,swapins
0,0,2641,2437,2677,1921,269067661,17193230
1,0,2499,2435,2644,1921,269067767,17193230
3,0,2761,2435,2437,1921,269067995,17193230
4,0,2718,2434,2282,1921,269068256,17193230
5,0,2535,2434,2228,1921,269068271,17193230
6,121,2510,2434,2102,1921,269069721,17193230
7,5210,2607,2434,104,1921,269176377,17193230
8,7296,2623,2502,57,1921,269284765,17193230
9,8597,2504,2603,55,1921,269368381,17193230
10,11030,2533,2738,60,1921,269467008,17193230
11,12556,2519,3018,61,1921,269568586,17193230
12,14233,2676,3337,61,1921,269677640,17193230
13,15749,2593,3648,56,1921,269780205,17193230
14,17153,2426,3850,55,1921,269888000,17193230
15,18759,2580,4059,59,1921,270008823,17193230
16,19785,2441,4396,62,1921,270114861,17193230
17,20817,2428,4442,59,1922,270234600,17193230
19,20965,2582,4370,59,1922,270333174,17193230
20,21142,2428,4365,55,1922,270449027,17193230
21,21248,2429,4350,56,1922,270555586,17193230
22,21341,2429,4386,60,1922,270675041,17193230
23,21467,2443,4454,57,1922,270793553,17193230
24,21674,2429,4474,53,1922,270932577,17193230
25,21919,2443,4483,61,1922,271060435,17193230
26,21926,2598,4395,54,1922,271178374,17193230
27,21932,2596,4408,57,1922,271268552,17193230
28,21931,2456,4419,57,1922,271354508,17193230
29,21921,2454,4412,55,1922,271440693,17193230
30,21898,2428,4452,56,1922,271560212,17193230
31,21849,2595,4453,60,1922,271620738,17193230
32,21846,2427,4503,61,1922,271713729,17193230
33,21832,2427,4502,58,1922,271829859,17193230
34,21842,2426,4511,59,1922,271930391,17193230
35,21920,2440,4586,59,1922,272042375,17193230
37,21922,2495,4581,32,1922,272125857,17193230
38,21536,2621,4826,58,1922,272203529,17193230
39,21322,2603,4776,58,1922,272278531,17193230
40,21013,2752,4737,61,1922,272346640,17193230
41,20748,2743,4710,55,1922,272418272,17193230
42,20796,2605,4710,58,1922,272511516,17193230
43,20790,2761,4682,59,1922,272585894,17193230
44,20858,2646,4684,55,1922,272666784,17193230
45,20669,2660,4579,57,1922,272729928,17193230
46,20275,2984,4494,59,1922,272790411,17193230
47,20263,2935,4471,60,1922,272857586,17193230
48,20251,2680,4469,61,1922,272926395,17193230
49,20405,2717,4529,111,1922,272997165,17193230
50,20522,2689,4600,181,1922,273060088,17193230
52,20720,2758,4553,62,1922,273139426,17193230
53,20765,2684,4559,61,1922,273211752,17193230
54,20606,2654,4589,14,1922,273266281,17193230
55,20708,2697,4575,54,1922,273347183,17193230
56,20608,2828,4579,54,1922,273425545,17193230
57,20760,2635,4623,54,1922,273493576,17193230
58,20750,2659,4611,60,1922,273558998,17193230
59,20836,2697,4610,56,1922,273636556,17193230
60,20966,2655,4669,55,1922,273730834,17193230
61,20943,2711,4669,58,1922,273808584,17193230
62,20936,2782,4690,62,1922,273878208,17193230
63,20968,2657,4720,60,1922,273970850,17193230
64,20943,2695,4714,61,1922,274047118,17193230
66,20860,2784,4725,56,1922,274127604,17193230
