t_s,rss_mb,wired_mb,compressed_mb,free_mb,swap_used_mb,pageins,swapins
0,0,1710,1248,1342,1054,26896187,165110
1,126,1860,1246,1057,1054,26897161,165110
2,500,5541,1718,56,1054,26912263,165110
3,1053,5541,1716,59,1054,26930092,165110
4,1612,5553,1715,61,1054,26948092,165110
5,2160,5541,1717,61,1054,26965637,165110
6,2695,5544,1699,58,1054,26982772,165110
7,3211,5542,1688,61,1054,26999345,165110
8,3751,5542,1683,60,1054,27016642,165110
9,4311,5542,1669,59,1054,27034591,165110
10,4880,5553,1671,60,1054,27052491,165110
11,5600,5554,1664,56,1054,27074287,165110
12,5958,5545,1656,57,1054,27092029,165110
13,6384,5545,1640,60,1054,27112893,165110
14,6964,5546,1411,57,1054,27135702,165110
15,7406,6048,1401,60,1054,27162474,165110
16,7814,6042,1464,59,1054,27193301,165110
17,8213,6054,1558,59,1054,27225964,165110
18,8352,6061,1578,62,1054,27253444,165110
19,8495,5988,1591,58,1054,27276330,165110
20,8639,6035,1589,57,1054,27306053,165110
21,8776,6036,1587,60,1054,27334870,165110
22,8970,6011,1607,61,1054,27364491,165110
23,9081,6011,1627,58,1054,27393769,165110
25,9429,5997,1707,59,1054,27423062,165110
26,9861,5948,1708,62,1054,27452525,165110
27,10264,5949,1720,62,1054,27481206,165110
28,10432,5944,1737,59,1054,27510746,165110
29,10480,5991,1736,61,1054,27539214,165110
30,10480,5991,1755,59,1054,27567614,165110
31,10471,5991,1756,60,1054,27597004,165110
32,10433,5990,1728,57,1054,27625820,165110
33,10430,5989,1726,61,1054,27655397,165110
34,10429,5989,1725,56,1054,27683447,165110
35,10407,5939,1716,61,1054,27711083,165110
36,10407,5987,1715,57,1054,27740051,165110
37,10423,5988,1730,57,1054,27771306,165110
38,10441,5929,1742,54,1054,27797547,165110
39,10433,5987,1752,60,1054,27829957,165110
40,10456,5987,1768,57,1054,27862624,165110
41,10449,5986,1762,61,1054,27891761,165110
42,10461,5986,1773,60,1054,27919196,165110
43,10475,5987,1688,59,1054,27947410,165110
44,10469,5986,1718,55,1054,27978362,165110
45,10465,5986,1737,62,1054,28007758,165110
46,10335,5996,1684,58,1054,28040210,165110
47,10282,6012,1685,60,1054,28065832,165110
49,10319,5986,1683,57,1054,28093752,165110
50,10305,5938,1678,60,1054,28121306,165110
51,10226,5990,1654,61,1054,28142196,165110
52,10189,6005,1644,56,1054,28160390,165110
53,10189,6000,1657,62,1054,28179804,165110
54,10222,5991,1696,60,1054,28202024,165110
55,10238,5943,1715,56,1054,28221420,165110
56,10253,5990,1716,55,1054,28241383,165110
57,10251,5989,1747,59,1054,28255034,165110
58,10267,5990,1762,61,1054,28275002,165110
59,10228,5990,1811,57,1054,28286391,165110
60,10247,5943,1895,58,1054,28300778,165110
61,10145,5990,1910,60,1054,28314896,165110
62,10097,5990,1937,57,1054,28331861,165110
63,10095,5985,1969,61,1054,28355877,165110
64,10122,5989,2004,55,1054,28381485,165110
65,10087,5990,1987,56,1054,28407329,165110
66,10116,5991,1986,60,1054,28429111,165110
67,10125,5989,1990,59,1054,28451081,165110
69,10115,5989,2006,61,1054,28472247,165110
70,10140,5941,2035,57,1054,28491885,165110
71,10136,5988,2055,60,1054,28516909,165110
72,10122,5989,2056,57,1054,28536716,165110
73,10130,5988,2066,56,1054,28551208,165110
74,10105,5988,2045,62,1054,28572208,165110
75,10120,5941,2056,59,1054,28593011,165110
76,9991,5998,2031,60,1054,28615038,165110
77,9965,5999,2023,61,1054,28639250,165110
78,9958,6006,2039,56,1054,28660581,165110
79,9928,5988,2038,57,1054,28681754,165110
80,9926,5988,2040,56,1054,28706552,165110
81,9965,5988,2045,62,1054,28730226,165110
82,9982,5989,2058,58,1054,28751204,165110
83,9995,5987,2086,63,1054,28767497,165110
84,10030,5988,2110,56,1054,28788495,165110
85,10078,5987,2144,55,1054,28804561,165110
86,10061,5987,2140,60,1054,28826226,165110
