t_s,rss_mb,wired_mb,compressed_mb,free_mb,swap_used_mb,pageins,swapins
0,0,1705,1402,3939,1054,28839878,165110
1,126,1849,1393,3595,1054,28843718,165110
2,658,5511,1393,54,1054,28860782,165110
3,1175,5512,1388,59,1054,28877523,165110
4,1688,5512,1359,57,1054,28894019,165110
5,2295,5503,1354,55,1054,28913483,165110
6,2819,5522,1353,58,1054,28930294,165110
7,3348,5522,1353,61,1054,28947346,165110
8,3874,5513,1356,56,1054,28964341,165110
9,4392,5514,1355,58,1054,28980916,165110
10,4921,5514,1355,56,1054,28997885,165110
11,5582,5515,1355,61,1054,29019086,165110
12,6137,5540,1354,56,1054,29037065,165110
13,6684,5540,1355,58,1054,29058270,165110
14,7008,5550,1368,60,1054,29076759,165110
15,7072,6625,1385,62,1054,29097110,165110
16,7216,6637,1387,60,1054,29127010,165110
17,7437,6615,1389,61,1054,29158818,165110
19,7678,6609,1455,55,1054,29189605,165110
20,7993,6623,1579,60,1054,29211803,165110
21,8068,6627,1580,67,1054,29228049,165110
22,8133,6619,1578,58,1054,29244214,165110
23,8202,6615,1560,64,1054,29260083,165110
24,8273,6618,1522,63,1054,29275196,165110
25,8321,6625,1510,68,1054,29290929,165110
26,8393,6608,1507,58,1054,29308003,165110
27,8669,6619,1507,56,1054,29324905,165110
28,8914,6617,1513,58,1054,29341038,165110
29,9151,6617,1527,60,1054,29358166,165110
30,9374,6619,1536,60,1054,29374984,165110
31,9529,6612,1569,62,1054,29390909,165110
32,9576,6596,1575,60,1054,29406678,165110
33,9608,6593,1574,59,1054,29422264,165110
34,9645,6594,1589,60,1054,29439031,165110
35,9696,6594,1593,55,1054,29454754,165110
36,9716,6592,1593,58,1054,29470663,165110
37,9728,6592,1595,56,1054,29487163,165110
38,9770,6595,1642,58,1054,29502769,165110
39,9796,6548,1660,59,1054,29519120,165110
40,9770,6596,1598,61,1054,29535898,165110
41,9749,6597,1603,61,1054,29551767,165110
42,9727,6594,1602,58,1054,29567714,165110
43,9713,6595,1602,55,1054,29584154,165110
44,9732,6592,1613,61,1054,29600383,165110
45,9788,6593,1626,58,1054,29616051,165110
46,9767,6593,1623,57,1054,29631907,165110
48,9719,6594,1610,58,1054,29647726,165110
49,9708,6546,1611,57,1054,29663221,165110
50,9695,6593,1614,62,1054,29678840,165110
51,9664,6591,1611,59,1054,29694943,165110
52,9662,6593,1619,62,1054,29712661,165110
53,9559,6597,1634,57,1054,29730472,165110
54,9543,6596,1634,62,1054,29746946,165110
55,9524,6597,1635,61,1054,29763885,165110
56,9558,6597,1656,59,1054,29784106,165110
57,9584,6596,1666,63,1054,29798984,165110
58,9578,6596,1698,59,1054,29815669,165110
59,9632,6597,1748,59,1054,29836048,165110
60,9577,6607,1717,57,1054,29851425,165110
61,9570,6619,1730,58,1054,29867060,165110
62,9573,6596,1749,58,1054,29883635,165110
63,9571,6597,1764,62,1054,29899288,165110
64,9576,6549,1769,57,1054,29914678,165110
65,9580,6597,1769,61,1054,29933300,165110
66,9563,6596,1771,60,1054,29951256,165110
67,9586,6539,1785,62,1054,29966632,165110
68,9448,6600,1718,56,1054,29984288,165110
69,9434,6599,1723,60,1054,29999335,165110
70,9481,6598,1759,53,1054,30020360,165110
71,9473,6535,1763,60,1054,30047365,165110
72,9491,6593,1779,57,1054,30075799,165110
74,9480,6593,1795,61,1054,30103367,165110
75,9512,6597,1828,61,1054,30124187,165110
76,9521,6597,1832,61,1054,30144028,165110
77,9552,6597,1863,57,1054,30164001,165110
78,9624,6597,1922,62,1054,30185358,165110
79,9617,6598,2007,59,1054,30207040,165110
80,9534,6597,2093,56,1054,30226876,165110
81,9511,6593,2093,57,1054,30249007,165110
82,9508,6597,2093,59,1054,30265720,165110
83,9538,6597,2119,60,1054,30286652,165110
84,9518,6597,2111,59,1054,30306571,165110
85,9504,6597,2105,62,1054,30326756,165110
86,9511,6549,2086,59,1054,30344647,165110
87,9513,6597,2078,59,1054,30369518,165110
88,9531,6598,2074,59,1054,30394681,165110
89,9516,6597,2078,56,1054,30416717,165110
90,9406,6596,2027,59,1054,30440252,165110
91,9397,6618,2009,58,1054,30463395,165110
93,9419,6596,2008,58,1054,30486427,165110
94,9402,6540,1995,56,1054,30507857,165110
95,9434,6548,1985,57,1054,30528436,165110
96,9510,6598,1747,59,1054,30553763,165110
97,9464,6596,1787,60,1054,30580098,165110
98,9387,6596,1808,59,1054,30605660,165110
99,9305,6596,1798,62,1054,30628530,165110
100,9291,6596,1777,56,1054,30653861,165110
101,9459,6619,1790,54,1054,30682072,165110
102,9617,6620,1827,60,1054,30708548,165110
103,9718,6619,1823,61,1054,30733184,165110
104,9752,6619,1804,62,1054,30759153,165110
105,9816,6595,1798,59,1054,30778555,165110
106,9827,6595,1807,59,1054,30802679,165110
107,9834,6595,1811,58,1054,30826198,165110
108,9864,6595,1830,60,1054,30853622,165110
109,9870,6594,1828,59,1054,30876122,165110
