t_s,rss_mb,wired_mb,compressed_mb,free_mb,swap_used_mb,pageins,swapins
0,0,1678,1360,3596,1054,67118890,165368
2,126,1679,1354,3361,1054,67124199,165368
3,894,1679,1353,2546,1054,67148740,165368
4,1772,1679,1351,1658,1054,67176899,165368
5,2659,1675,1349,756,1054,67205310,165368
6,3533,1639,1348,56,1054,67233292,165368
7,4280,1639,1347,59,1054,67257208,165368
8,3575,1640,2562,58,1054,67273401,165368
9,3797,1641,2969,58,1054,67293783,165368
10,4486,1641,2984,57,1054,67316064,165368
11,3453,1642,4465,56,1054,67334271,165368
12,3455,1643,4725,59,1054,67354292,165368
13,5108,1648,3594,60,1054,67404395,165368
14,6962,1654,2076,62,1054,67468599,165368
15,8036,1655,1526,61,1054,67534171,165368
16,8846,1655,1531,58,1054,67611431,165368
17,9108,1655,2135,52,1054,67681456,165368
18,8307,1656,3505,56,1054,67743726,165368
19,8100,1656,4404,57,1054,67814756,165368
20,8029,1656,4667,60,1054,67878956,165368
21,8189,1657,4433,55,1054,67954251,165368
22,8436,1657,4125,55,1054,68023285,165368
23,8536,1657,4022,56,1054,68089738,165368
24,8580,1658,3975,62,1054,68153622,165368
26,8366,1658,4241,58,1054,68219754,165368
27,8498,1657,4139,60,1054,68289972,165368
28,8843,1658,3789,62,1054,68346107,165368
29,9798,1658,2767,56,1054,68394517,165368
30,10980,1658,1645,55,1054,68431291,165368
31,10962,1657,1642,55,1054,68499796,165368
32,10864,1657,1781,61,1054,68558282,165368
33,10831,1657,1770,59,1054,68598113,165368
34,10757,1667,1801,59,1054,68643929,165368
35,10831,1679,1791,60,1054,68687830,165368
36,10650,1657,2009,64,1054,68737146,165368
37,10847,1657,1772,55,1054,68786141,165368
38,10835,1657,1792,62,1054,68844330,165368
39,10520,1657,2166,64,1054,68890077,165368
40,10808,1657,1765,58,1054,68940138,165368
41,10611,1657,1940,57,1054,68987950,165368
42,10561,1657,2039,59,1054,69043561,165368
43,10650,1657,1988,49,1054,69087040,165368
45,10600,1653,1965,61,1054,69130522,165368
46,10604,1654,1970,54,1054,69170083,165368
47,10849,1653,1766,54,1054,69227924,165368
48,10384,1653,2229,57,1054,69277390,165368
49,10438,1653,2211,57,1054,69320621,165368
50,10842,1653,1765,55,1054,69367124,165368
51,10874,1653,1791,60,1054,69429186,165368
52,10867,1653,1762,60,1054,69475247,165368
53,10668,1653,2013,59,1054,69526752,165368
54,10705,1653,1967,64,1054,69587974,165368
55,10885,1653,1790,58,1054,69632522,165368
56,10541,1653,2061,58,1054,69681744,165368
57,10852,1653,1758,56,1054,69738507,165368
58,10865,1653,1761,61,1054,69789204,165368
59,10734,1653,1913,61,1054,69837007,165368
60,10851,1651,1772,60,1054,69898196,165368
61,10779,1652,1802,61,1054,69942219,165368
63,10756,1651,1914,61,1054,69993334,165368
64,10572,1652,2067,60,1054,70051298,165368
